ID	ID_long	ID_number	Axis1	Axis2	Axis3	Axis4	Axis5	Axis6	Axis7	Axis8	Axis9	Axis10	Axis11	Axis12	Axis13	Axis14	Axis15	Axis16	Axis17	Axis18	Axis19	Axis20	Axis21	Axis22	Axis23	Axis24	Axis25	Axis26	Axis27	Axis28	Axis29	Axis30	Axis31
175580	01_Duchesse_de_montebello	1	-0.123708448435384	0.143478883663032	-0.279233824455715	0.158877046037131	-0.164187510187491	0.052207282072849	-0.120305149921154	-0.54613635055926	0.210442042339888	-0.241734090303968	0.241833136088666	0.051694398689145	0.225071278261027	-0.227430030670779	-0.155478180382005	-0.157572464586892	0.410032003601985	0.021016336969282	-0.045115857165905	-0.023953564272215	-0.004958888573401	-0.009864128532869	-0.00311181066991	0.020141180619374	0.002319410243904	0.002793615697893	-0.011503169559697	-0.005629564348535	0.001716922520588	0.00237362954066	-0.008011950277984
175581	02_Blush_damask	2	-0.138676868890982	0.10264643911475	-0.18319299179122	0.109368327653314	-0.163414072030652	0.060136558669062	0.056610204796447	-0.000196848319465	-0.057651362243749	0.906258131925306	0.094845037395486	0.085125971596164	0.101878942357526	-0.066564872500172	-0.021678929445875	-0.025485926072665	0.009636065582794	-0.029696086074017	0.001705696088873	0.024685896077008	-0.023048240095086	-0.011525558229284	-0.007710234397534	0.022827355038372	-0.007827992830988	0.006845125976582	-0.005195199430581	0.006905930007628	0.003948342497443	0.005118514446537	-0.008977525535114
175583	03_Comtesse_de_murinais	3	-0.109152280317633	0.109820912795667	-0.134033920266666	0.092077597176884	-0.218413774705902	-0.023260929910876	-0.029845763882205	0.245336476491368	-0.164920333867028	-0.08482207021911	0.015643271661103	-0.868393962146883	0.083979203529027	-0.076434753743421	0.029359869988851	0.032979970543377	0.027130105020302	-0.042542693194059	-0.005412059300242	-0.018988058259725	-0.018345471974036	-0.000325823310395	-0.000713851422067	0.036199748498175	-0.010061412652729	0.01441823060957	-0.011823691379595	0.011406839252811	0.007851947203146	0.005937543161878	-0.012463075848428
175584	07_Fen_zhang_lu	7	0.175157886120426	-0.046928758128524	0.087888179029274	-0.04226356752399	0.04662353979532	0.004088598889721	-0.055880173474692	0.044633504859207	0.173364729797535	0.026071714295567	0.03012027935943	0.01336437018629	0.097575279399042	-0.521123485505361	0.499280765336277	0.325689220650611	-0.007901327630304	0.383683782451841	-0.13956930622504	0.084633520963896	-0.10918490733174	0.054308439723292	0.03629671402159	-0.15572666699253	0.078117522838978	-0.06550743085216	0.112225547523194	0.025744321914845	-0.027484700641631	-0.102704026945807	0.038390606466782
175585	08_Jin_ou_fan_lu	8	0.162683887033416	-0.04803665450368	0.121693593219802	0.020770533063715	0.033802857960027	0.00271159651406	-0.022588181870393	0.007919539879127	0.045119442836759	0.011141287761579	0.091854847007535	-0.004809777325395	0.025216225093151	0.007813594745645	0.008909432552843	0.006142021916288	0.007593735925462	-0.040221625069593	0.041962057711844	-0.124161989639069	0.059585966226722	-0.031178372406706	-0.098587096982472	0.208003118897793	-0.107898211762203	0.222575484300221	0.41458934942718	0.188606775357564	-0.521041348910798	0.541323275877901	-0.045441871912108
175586	15_Marguerite_de_roman	15	0.042776418302136	0.029177871229277	-0.038668981596641	0.056494037457268	-0.0699580770046	0.009120187152521	-0.044327639330019	0.026475941939108	0.044713193386171	-0.029515453966085	-0.263090223386799	0.026130204851256	0.054415181366784	0.098440127092162	-0.086036185943486	-0.04638922004271	-0.055619150622563	0.090355176315651	-0.304072190447166	0.350269558568975	0.413425753307446	-0.607381407291765	-0.104324821158561	-0.209793300303118	0.007611537573256	0.03543269810424	0.109389180383932	0.141649475668663	0.060665056283071	-0.013166257192762	0.020728884965133
175587	16_Triomphe_de_lexpositon	16	0.025776719051609	0.039030373705982	-0.051887922929865	0.063983132269153	-0.057997329154995	0.003317064772864	-0.034627106240306	0.02668691549562	0.024000882813197	-0.018306274880944	-0.289363277137399	0.059032808967954	-0.051409521846062	0.19135288075194	-0.08311762750106	-0.044678919217918	0.000376447206225	0.071223403259567	-0.490487760167141	-0.42007903244267	-0.605298536282534	-0.112738054398702	0.045825438714898	-0.085589447850054	-0.035871838501177	-0.006317349081979	0.040743985758146	0.031356865139581	0.0148442262863	0.019010041042689	0.054847998819541
175588	20_Victor_verdier	20	0.090701668678598	-0.009458110910148	0.051572352378479	0.031562838301159	-0.025640874355962	0.001535286747704	-0.02361912022394	0.031386242624992	0.03222060986477	0.002255619661808	-0.107800038709175	0.008439996200954	0.082730993419609	0.081856074900559	-0.063996941798047	-0.042466392271391	-0.002754026714203	0.051662306131935	0.035356891984632	-0.030992238761642	0.080492646985278	-0.061739693866174	0.052983289515868	0.080608879164962	0.197520383054156	-0.016615771575963	-0.28800815883508	-0.39446222832947	-0.681323046617041	-0.365004466403684	0.150478945930885
175623	17_Charles_Lawson	17	0.039019491964767	0.028969707129167	-0.032154131877269	0.062299597333284	-0.055022860832384	0.007982183798533	-0.031501998146266	-0.009106725863116	0.035987030289028	-0.008835667594681	-0.218230454218812	0.019669835384686	0.094547902008439	0.16661549342551	-0.088469823030978	-0.046712235300735	-0.077944664092858	0.053631637974938	-0.341318442389403	0.066580485987269	0.36411060290684	0.75671036926023	0.021597777934068	-0.114848203445623	0.018040566597354	-0.033439702163363	0.085098351427384	0.046984404958467	0.016525859626581	0.022228362956851	0.028744278890574
175624	18_Jacques_cartier_blanc	18	0.01277796190528	0.059954278287997	-0.118906344094824	0.076643808580329	-0.054912185623151	0.012940952250186	-0.070810395868797	0.048525044781222	0.073413383113843	-0.012984848695504	-0.399108354995112	0.051203235299769	-0.652141358390984	-0.469026876854099	-0.163287438799953	-0.155491154875826	0.00789921340174	-0.130423499240481	0.194548343882573	0.055929687985585	-0.001107477247849	0.069717817722385	0.033596863513559	0.051663174885553	0.027734634324679	0.03469539908107	0.02889611154834	0.030313976817976	-0.012888831752744	-0.003035369315624	0.015284955023261
175626	21_Lady_waterlow	21	0.130669269660867	-0.02939933090121	0.087453690441391	0.02276867822323	0.007036066605059	0.001140512901912	-0.022691294194221	0.017154073146044	0.029978939945804	0.006820343206371	-0.040262982581693	0.006323864786285	0.071102946489885	0.02568932541006	-0.024401340634226	-0.019661699536312	-0.002162585355659	0.02851708885763	0.037872570430214	-0.072378054117032	0.082702550284777	-0.059840844461974	0.0638299749447	0.340181613886258	-0.007547070849481	0.121069236374221	0.430258607216839	-0.652677466351462	0.395712989990647	-0.033236245757079	0.106080320249612
