V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
-0.123708448435384	0.143478883663032	-0.279233824455715	0.158877046037131	-0.164187510187491	0.0522072820728487	-0.120305149921154	-0.54613635055926	0.210442042339888	-0.241734090303968	0.241833136088666	0.0516943986891451	0.225071278261027	-0.227430030670779	-0.155478180382005	-0.157572464586892	0.410032003601985	0.0210163369692817	-0.045115857165905	-0.0239535642722152	-0.00495888857340062	-0.00986412853286933	-0.00311181066991016	0.0201411806193738	0.00231941024390371	0.00279361569789309	-0.0115031695596974	-0.00562956434853481	0.00171692252058819	0.0023736295406595	-0.00801195027798362
-0.138676868890982	0.10264643911475	-0.18319299179122	0.109368327653314	-0.163414072030652	0.0601365586690617	0.0566102047964467	-0.000196848319465221	-0.0576513622437491	0.906258131925306	0.0948450373954856	0.0851259715961643	0.101878942357526	-0.0665648725001718	-0.0216789294458748	-0.0254859260726648	0.00963606558279357	-0.0296960860740174	0.00170569608887292	0.0246858960770082	-0.0230482400950858	-0.011525558229284	-0.00771023439753393	0.0228273550383716	-0.00782799283098801	0.00684512597658247	-0.00519519943058146	0.00690593000762782	0.00394834249744306	0.00511851444653652	-0.00897752553511371
-0.109152280317633	0.109820912795667	-0.134033920266666	0.0920775971768838	-0.218413774705902	-0.0232609299108764	-0.0298457638822046	0.245336476491368	-0.164920333867028	-0.0848220702191102	0.0156432716611031	-0.868393962146883	0.083979203529027	-0.0764347537434207	0.0293598699888512	0.0329799705433768	0.0271301050203018	-0.0425426931940588	-0.00541205930024236	-0.0189880582597245	-0.0183454719740364	-0.000325823310394926	-0.000713851422066874	0.0361997484981746	-0.0100614126527288	0.0144182306095696	-0.0118236913795949	0.0114068392528105	0.00785194720314607	0.00593754316187817	-0.0124630758484276
0.175157886120426	-0.0469287581285235	0.0878881790292738	-0.04226356752399	0.0466235397953197	0.00408859888972081	-0.0558801734746916	0.0446335048592072	0.173364729797535	0.026071714295567	0.0301202793594302	0.0133643701862895	0.0975752793990422	-0.521123485505361	0.499280765336277	0.325689220650611	-0.0079013276303035	0.383683782451841	-0.13956930622504	0.0846335209638955	-0.10918490733174	0.0543084397232918	0.0362967140215898	-0.15572666699253	0.0781175228389779	-0.0655074308521598	0.112225547523194	0.0257443219148451	-0.0274847006416309	-0.102704026945807	0.0383906064667818
0.162683887033416	-0.04803665450368	0.121693593219802	0.0207705330637148	0.0338028579600271	0.0027115965140597	-0.0225881818703933	0.00791953987912713	0.0451194428367591	0.011141287761579	0.0918548470075348	-0.00480977732539474	0.0252162250931509	0.00781359474564465	0.00890943255284302	0.00614202191628775	0.00759373592546209	-0.0402216250695928	0.0419620577118441	-0.124161989639069	0.0595859662267221	-0.0311783724067064	-0.0985870969824716	0.208003118897793	-0.107898211762203	0.222575484300221	0.41458934942718	0.188606775357564	-0.521041348910798	0.541323275877901	-0.0454418719121078
0.0427764183021357	0.0291778712292765	-0.0386689815966409	0.0564940374572679	-0.0699580770045998	0.00912018715252143	-0.0443276393300189	0.026475941939108	0.0447131933861714	-0.0295154539660848	-0.263090223386799	0.0261302048512559	0.0544151813667839	0.0984401270921617	-0.0860361859434855	-0.0463892200427104	-0.0556191506225632	0.0903551763156509	-0.304072190447166	0.350269558568975	0.413425753307446	-0.607381407291765	-0.104324821158561	-0.209793300303118	0.00761153757325563	0.0354326981042397	0.109389180383932	0.141649475668663	0.0606650562830706	-0.0131662571927617	0.0207288849651327
0.0257767190516094	0.0390303737059821	-0.0518879229298653	0.0639831322691534	-0.0579973291549947	0.00331706477286417	-0.0346271062403058	0.0266869154956202	0.0240008828131973	-0.0183062748809441	-0.289363277137399	0.0590328089679544	-0.0514095218460615	0.19135288075194	-0.0831176275010597	-0.0446789192179181	0.000376447206224857	0.0712234032595667	-0.490487760167141	-0.42007903244267	-0.605298536282534	-0.112738054398702	0.0458254387148979	-0.0855894478500541	-0.035871838501177	-0.00631734908197866	0.040743985758146	0.031356865139581	0.0148442262863001	0.0190100410426888	0.0548479988195409
0.0907016686785979	-0.00945811091014825	0.0515723523784785	0.0315628383011592	-0.0256408743559621	0.00153528674770382	-0.02361912022394	0.031386242624992	0.03222060986477	0.00225561966180848	-0.107800038709175	0.00843999620095396	0.0827309934196085	0.081856074900559	-0.0639969417980474	-0.0424663922713914	-0.00275402671420283	0.0516623061319352	0.0353568919846315	-0.0309922387616419	0.0804926469852775	-0.0617396938661739	0.0529832895158675	0.0806088791649615	0.197520383054156	-0.0166157715759631	-0.28800815883508	-0.39446222832947	-0.681323046617041	-0.365004466403684	0.150478945930885
0.0390194919647673	0.0289697071291666	-0.0321541318772685	0.0622995973332843	-0.0550228608323836	0.00798218379853287	-0.0315019981462664	-0.00910672586311576	0.0359870302890278	-0.00883566759468109	-0.218230454218812	0.0196698353846862	0.0945479020084388	0.16661549342551	-0.0884698230309781	-0.0467122353007348	-0.0779446640928583	0.0536316379749378	-0.341318442389403	0.066580485987269	0.36411060290684	0.75671036926023	0.0215977779340682	-0.114848203445623	0.0180405665973541	-0.0334397021633629	0.0850983514273835	0.0469844049584667	0.0165258596265806	0.022228362956851	0.0287442788905742
0.0127779619052804	0.0599542782879973	-0.118906344094824	0.0766438085803289	-0.0549121856231506	0.0129409522501862	-0.0708103958687967	0.0485250447812219	0.0734133831138426	-0.0129848486955044	-0.399108354995112	0.0512032352997693	-0.652141358390984	-0.469026876854099	-0.163287438799953	-0.155491154875826	0.00789921340174044	-0.130423499240481	0.194548343882573	0.0559296879855847	-0.00110747724784885	0.0697178177223851	0.033596863513559	0.0516631748855533	0.027734634324679	0.0346953990810699	0.0288961115483398	0.0303139768179762	-0.0128888317527435	-0.00303536931562428	0.0152849550232605
