Name,Accession_name,Height_mean,Height_sd,Height_NA_out_mean,Height_NA_out_sd,Circumference_mean,Circumference_sd,Circumference_NA_out_mean,Circumference_NA_out_sd,BLUP_height,BLUP_circ,Height_2012,Circumference_2012,Height_2013,Circumference_2013,Height_2014,Circumference_2014,PCo1,PCo2,PCo3,PCo4,PCo5
mme_de_la_roche_lambert_B7,mme_de_la_roche_lambert,163.3333333333,5.7735026919,163.3333333333,5.7735026919,353.3333333333,98.6576572463,353.3333333333,98.6576572463,163.7806982799,370.6393350605,170,420,160,400,160,240,88.6458291732,62.1202029534,73.4966582305,-10.1100746516,0.7437315404
mme_d_herbray_E4,mme_d_hebray,81.6666666667,25.1661147842,81.6666666667,25.1661147842,276.6666666667,30.550504633,276.6666666667,30.550504633,86.1909437757,296.1428007103,105,270,55,310,85,250,139.8460428871,89.7308915494,74.8010712574,11.8280335997,29.5604827349
mme_edouard_ory_D9,mme_edouard_ory,161.6666666667,17.5594229214,161.6666666667,17.5594229214,650,70,650,70,162.1972339023,658.9085331985,180,600,145,730,160,620,22.5331417225,35.2664745442,55.2200454646,-50.485152025,-15.7629949004
mme_emilie_charon_E5,mme_emilie_charron,105,0,105,0,373.3333333333,15.2752523165,373.3333333333,15.2752523165,108.3594450626,390.0732135867,105,390,105,360,105,370,-239.1279352565,-138.2075818255,103.5478690581,137.8086752434,67.9783395945
mme_ernest_calvat_F1,mme_ernest_calvat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-131.0335734958,-134.6367398518,56.6917629176,-38.8361596685,-8.8359359309
mme_e_veyrat_hermanos_G3,mme_e_veyrat_hermanos,150,14.1421356237,150,14.1421356237,590,42.4264068712,590,42.4264068712,154.4240844967,591.9964234572,NA,NA,140,620,160,560,-204.8173396568,-89.8854912774,66.7540889335,152.1680248863,17.6368878142
mme_hardy_B11,mme_hardy,166.6666666667,11.5470053838,166.6666666667,11.5470053838,506.6666666667,37.859388972,506.6666666667,37.859388972,166.9476270352,519.6324037611,180,550,160,490,160,480,120.1538104373,50.5518317656,37.82438926,15.4194757663,-42.4111253861
mme_lambard_E8,mme_lambard,186.6666666667,2.8867513459,186.6666666667,2.8867513459,456.6666666667,20.8166599947,456.6666666667,20.8166599947,185.9491995668,471.0477074457,190,440,185,450,185,480,-234.4290619789,-155.4211406882,119.3654604521,126.296469116,45.9064309998
mme_legras_de_st_germain_E7,mme_legras_de_st_germain,191.6666666667,17.5594229214,191.6666666667,17.5594229214,803.3333333333,105.0396750439,803.3333333333,105.0396750439,190.6995926997,807.9016018991,190,700,210,800,175,910,132.1885496837,57.2233684271,25.7219559193,27.8369554854,20.6300504014
mme_zoetmans_E12,mme_zoetmans,68.3333333333,12.5830573921,68.3333333333,12.5830573921,180,52.9150262213,180,52.9150262213,73.5232287546,202.2123878338,70,140,80,240,55,160,141.7711278559,74.5100642579,62.973504429,13.0581029365,30.9616331654
monsieur_cordeau_H6,monsieur_cordeau,53.3333333333,20.8166599947,53.3333333333,20.8166599947,95,57.6628129734,95,57.6628129734,59.2720493559,119.6184040977,70,75,60,160,30,50,-52.4567009137,-66.1463970141,60.3509362802,-128.0675042889,-14.8349734718
narrow_water_D3,narrow_water,140,10,140,10,533.3333333333,115.0362261782,533.3333333333,115.0362261782,141.612196993,545.5442417959,140,650,130,530,150,420,-175.2118836454,71.4809346548,-77.3676938012,-17.8024684289,-156.6899254551
nathalie_H4,nathalie,140,0,140,0,620,138.9244398945,620,138.9244398945,141.612196993,629.7577154093,140,460,140,710,140,690,-125.1074183575,-41.9337182556,10.6798201931,-18.1578558228,27.1386462655
oeillet_panache_G11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.6990328933,58.1123757624,59.7305464755,1.1574049346,20.773216035
old_blush_G12,old_blush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-287.9141306624,-71.4570680985,23.5071618352,-68.2761386771,51.4896981063
olivet_E2,olivet,121.6666666667,10.4083299973,121.6666666667,10.4083299973,620,10,620,10,124.194088839,629.7577154093,125,620,130,610,110,630,-57.2261700863,11.3225078905,11.0932407505,-52.4203241134,4.9877594819
panache_superbe_F3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-42.1419939321,-22.1768343982,32.314820978,-71.8390594398,9.8158275841
paquerette_A2,paquerette,48.3333333333,5.7735026919,48.3333333333,5.7735026919,185,18.0277563773,185,18.0277563773,54.521656223,207.0708574654,45,190,55,200,45,165,-155.35535909,155.0690659103,-160.3999181403,-3.4273643877,68.0394712983
parks_yellow_tea_scented_china_C5,parks_yellow_tea_scented_china,211.6666666667,117.2959220661,211.6666666667,117.2959220661,1133.3333333333,73.7111479583,1133.3333333333,73.7111479583,209.7011652314,1128.5605975806,340,1050,185,1160,110,1190,-134.3726961565,-59.270941707,41.3249469222,148.4483781678,40.6333494511
pergolese_A5,pergolese,110,34.6410161514,110,34.6410161514,363.3333333333,32.1455025366,363.3333333333,32.1455025366,113.1098381955,380.3562743236,130,350,130,400,70,340,144.0062179394,75.4492432666,70.6165849261,12.9988945475,16.6750155007
perle_d_angers_F12,perle_d_angers,211.6666666667,18.929694486,211.6666666667,18.929694486,603.3333333333,47.2581562625,603.3333333333,47.2581562625,209.7011652314,613.5628166375,220,620,190,640,225,550,-79.132153146,-86.0393511302,41.2031213046,-108.1579594133,7.7154141275
persian_yellow_A1,persian_yellow,125,49.4974746831,125,49.4974746831,230,135.2774925847,230,135.2774925847,129.5519432231,250.7970841492,160,240,NA,90,90,360,157.465576544,-119.1574873608,-104.8176922747,44.1720261711,21.2514743773
petite_ecossaise_F5,petite_ecossaise,96.6666666667,5.7735026919,96.6666666667,5.7735026919,366.6666666667,96.0902353693,366.6666666667,96.0902353693,100.4421231744,383.595254078,100,350,100,470,90,280,193.6994482142,-169.4549714941,-145.0804328635,26.5777085293,19.2374331375
petite_lisette_E4,petite_lisette,173.3333333333,7.6376261583,173.3333333333,7.6376261583,683.3333333333,66.5832811848,683.3333333333,66.5832811848,173.2814845457,691.2983307421,180,760,175,650,165,640,123.0420736251,21.9161728387,18.6743468887,23.0237073863,-63.2461228181
pink_roamer_A4,pink_roamer,20,NA,20,NA,130,NA,130,NA,47.9916688182,183.074509468,NA,NA,NA,NA,20,130,-150.5398042635,161.0395322624,-151.9879520409,-32.5602445817,61.7083183642
pompon_blanc_parfait_G6,pompon_blanc_parfait,201.6666666667,11.5470053838,201.6666666667,11.5470053838,673.3333333333,68.0685928555,673.3333333333,68.0685928555,200.2003789655,681.581391479,195,650,195,750,215,620,28.6075610969,-34.1277931843,-65.7840581104,9.386775345,-76.4825170513
prince_frederic_D11,prince_frederic,77.5,3.5355339059,77.5,3.5355339059,325,7.0710678119,325,7.0710678119,87.2208236104,338.091064881,NA,NA,80,330,75,320,6.9228074304,86.892374344,11.6882761239,-6.2252687,20.414414492
provence_pink_C2,provence_pink,121.6666666667,7.6376261583,121.6666666667,7.6376261583,506.6666666667,30.550504633,506.6666666667,30.550504633,124.194088839,519.6324037611,120,480,130,540,115,500,124.2099418503,23.7722488768,22.9837595731,7.1849818982,-56.6137589989
provins_renoncule_F8,provins_renoncule,68.3333333333,23.6290781313,68.3333333333,23.6290781313,260,10,260,10,73.5232287546,279.9479019385,95,250,50,270,60,260,151.1540785035,27.4084484172,6.6043234365,19.696309842,24.1797098214
pucelle_de_lille_H8,pucelle_de_lille,141.6666666667,62.516664445,141.6666666667,62.516664445,296.6666666667,90.7377172588,296.6666666667,90.7377172588,143.1956613706,315.5766792364,170,230,185,260,70,400,146.8609420959,84.8430160348,79.046358838,8.3678041013,33.7305728563
quatre_saisons_blanc_mousseux_F3,quatre_saisons_blanc_mousseux,80,34.6410161514,80,34.6410161514,193.3333333333,66.5832811848,193.3333333333,66.5832811848,84.6074793981,215.1683068513,120,270,60,150,60,160,125.8494053045,-42.5374187625,-24.1280481855,12.6558242071,-113.7267674426
reine_des_centfeuilles_C3,reine_des_centfeuilles,153.3333333333,16.0727512683,153.3333333333,16.0727512683,763.3333333333,60.2771377334,763.3333333333,60.2771377334,154.2799120141,769.0338448467,165,700,160,820,135,770,115.2088047208,38.1855432467,37.047413469,15.4094369124,-72.9809440741
rene_andre_H11,rene_andre,201.6666666667,14.4337567297,201.6666666667,14.4337567297,970,36.0555127546,970,36.0555127546,200.2003789655,969.850589617,210,1000,185,980,210,930,-156.426404817,34.9603743653,-34.0155901528,118.896293196,65.7814936429
robert_le_diable_F12,robert_le_diable,78.3333333333,20.2072594216,78.3333333333,20.2072594216,243.3333333333,20.8166599947,243.3333333333,20.8166599947,83.0240150204,263.7530031667,90,220,90,260,55,250,149.6965249119,77.2948088494,74.4192374496,8.0595127322,34.2384005744
robusta_bourbon_C11,robusta_bourbon,145,10,145,10,530,108.1665382639,530,108.1665382639,146.3625901259,542.3052620416,135,650,155,500,145,440,-207.3112928104,-100.0581676853,2.7582640834,-112.4195714529,-23.3480664993
roi_des_pourpres_E11,roi_des_pourpres,96.6666666667,5.7735026919,96.6666666667,5.7735026919,256.6666666667,5.7735026919,256.6666666667,5.7735026919,100.4421231744,276.7089221841,100,260,100,260,90,250,139.3521547802,-68.0246628017,-74.2976729846,48.1405336428,-61.1668564162
rosa_albertii_G7,rosa_albertii,193.3333333333,45.0924975282,193.3333333333,45.0924975282,676.6666666667,83.2666399786,676.6666666667,83.2666399786,192.2830570774,684.8203712334,240,650,190,770,150,610,201.4786608006,-175.3986063886,-148.4436032193,20.6739543692,19.3345112475
rosa_arvensis_D8,rosa_arvensis,113.3333333333,5.7735026919,113.3333333333,5.7735026919,526.6666666667,77.6745346515,526.6666666667,77.6745346515,116.2767669508,539.0662822872,110,440,110,590,120,550,49.6941996491,146.576662321,41.6412948235,51.1263879611,6.7998076165
rosa_californica_E8,rosa_californica,190,20,190,20,603.3333333333,109.696551146,603.3333333333,109.696551146,189.1161283221,613.5628166375,190,690,210,480,170,640,-8.7897011423,-9.5223250828,-202.9980425929,-47.6733357727,34.6797103992
rosa_calocarpa_H10,rosa_calocarpa,155,5,155,5,383.3333333333,76.3762615826,383.3333333333,76.3762615826,155.8633763917,399.7901528498,150,300,160,450,155,400,203.6356184111,-195.4579017784,-166.9013680778,12.2993191759,21.0098684811
rosa_centiflora_rosae_G2,rosa_centifolia_rosea,125,5,125,5,303.3333333333,115.9022576714,303.3333333333,115.9022576714,127.3610175943,322.0546387451,120,360,130,380,125,170,43.2278853085,-25.5230770388,45.9700772483,-47.5827089096,-20.3989925615
rosa_chinensis_C8,rosa_chinensis,127.5,3.5355339059,127.5,3.5355339059,515,35.3553390593,515,35.3553390593,133.5679000837,520.136416313,NA,NA,130,490,125,540,-169.2829020569,177.3671488995,-183.4088639549,-48.6108395445,56.1731787104
rosa_chinensis_mutabilis_G3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-188.8557737966,-62.4952352267,39.0298123203,47.9154315862,-33.3232882438
rosa_corymbifera_G6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.6291102216,16.5609431874,-44.609887923,43.7014247413,8.8566921074
rosa_cuspidata_G5,rosa_cuspidata,228.3333333333,12.5830573921,228.3333333333,12.5830573921,886.6666666667,142.2439219557,886.6666666667,142.2439219557,225.5358090077,888.876095758,230,1050,215,820,240,790,-123.7473416388,-74.7240452469,52.2481904023,-138.96828044,-11.040743462
rosa_damascena_bifera_yorklancaster_G8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.8931463717,-42.4817549702,-24.0774001328,12.8336197987,-114.3053187614
rosa_dupontii_A12,rosa_dupontii,272.5,24.7487373415,272.5,24.7487373415,970,70.7106781187,970,70.7106781187,267.9744218564,956.0871263212,NA,NA,290,920,255,1020,59.2944341142,58.6823288569,22.4707639976,59.7916080759,-140.5606507197
rosa_ferruginea_C11,rosa_ferruginea,141.6666666667,7.6376261583,141.6666666667,7.6376261583,461.6666666667,122.0996860493,461.6666666667,122.0996860493,143.1956613706,475.9061770772,140,325,150,560,135,500,205.4350833577,-189.9615275951,-159.2681551312,14.3315827814,17.635126056
rosa_fortiniana_de_banks_F3,rosa_fortiniana_de_banks,212.5,38.8908729653,212.5,38.8908729653,435,176.7766952966,435,176.7766952966,212.3579300884,443.4857420258,NA,NA,185,560,240,310,124.6542127231,-81.6993087374,-71.9917998515,49.7793180912,20.3502105815
rosa_gallica_C4,rosa_gallica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.686415257,-147.7562360514,-128.7473696959,34.1727568211,20.7691412869
rosa_holikensis_G10,rosa_holikensis,175,15,175,15,426.6666666667,32.1455025366,426.6666666667,32.1455025366,174.8649489234,441.8968896564,160,450,190,440,175,390,191.6259442932,-166.4232309954,-143.6985368478,25.947529386,18.9093007982
rosa_iwara_A10,rosa_iwara,171.6666666667,17.5594229214,171.6666666667,17.5594229214,791.6666666667,101.0362971082,791.6666666667,101.0362971082,171.6980201681,796.5651727588,170,675,190,850,155,850,41.4514773379,-3.780686598,-199.3698890569,-7.6700162391,49.9327310587
rosa_majalis_H2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.3717203277,-198.2809420435,-166.7743144669,10.4406094496,16.7914418691
rosa_majalis_plena_H11,rosa_majalis_plena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.6267605923,-204.1119262258,-171.4000830499,7.9709159195,18.3425938452
rosa_manetti_H4,rosa_manettii,155,35,155,35,408.3333333333,48.5626742811,408.3333333333,48.5626742811,155.8633763917,424.0825010075,190,450,120,420,155,355,-84.6573884508,-32.4079895966,-41.7516920288,-28.2606116257,-81.5853847241
rosa_maximowicziana_B9,rosa_maximowicziana,91.6666666667,17.5594229214,91.6666666667,17.5594229214,516.6666666667,61.1010092661,516.6666666667,61.1010092661,95.6917300415,529.3493430241,90,450,110,570,75,530,-50.3950996539,137.2198969462,-85.7743548743,37.1641389784,18.6276442064
rosa_minutifolia_alba_H5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.9359120761,-169.3476233082,-145.158752562,23.6412114791,21.6115426132
rosa_multiflora_carnea_D5,rosa_multiflora_carnea,217.5,17.6776695297,217.5,17.6776695297,1470,56.5685424949,1470,56.5685424949,216.9926377358,1435.153840616,NA,NA,205,1510,230,1430,-109.8100245905,118.1614222979,-103.8419038711,10.8176059456,-78.1300006321
rosa_pendulina_oxyodon_H9,rosa_pendulina_oxyodon,170,NA,170,NA,380,NA,380,NA,177.5663688353,412.9824110366,NA,NA,NA,NA,170,380,184.1996113989,-161.6471663509,-139.555095926,27.8002473167,19.5902059247
rosa_pendulina_pyrenaica_H7,rosa_pendulina_pyrenaica,210,30.4138126515,210,30.4138126515,781.6666666667,90.0462843949,781.6666666667,90.0462843949,208.1177008537,786.8482334957,230,785,225,870,175,690,193.9239465513,-165.5120061508,-144.4224354968,28.2506305643,21.5603985874
rosa_pimpinellifolia_double_white_F6,rosa_pimpinellifolia_double_white,75,15,75,15,318.3333333333,7.6376261583,318.3333333333,7.6376261583,79.8570862652,336.6300476398,90,325,75,310,60,320,177.4723455215,-141.5075838366,-123.8902058659,39.1486937062,22.5364159382
rosa_polliniana_A11,rosa_polliniana,111.6666666667,18.929694486,111.6666666667,18.929694486,510,43.5889894354,510,43.5889894354,114.6933025732,522.8713835154,125,460,120,540,90,530,121.746575194,91.3752908068,43.8367943387,34.1438416511,20.6020701994
rosa_rapini_E5,rosa_rapini,117.5,17.6776695297,117.5,17.6776695297,550,98.9949493661,550,98.9949493661,124.298484789,553.6710863136,NA,NA,130,620,105,480,166.2041934963,-125.4018374418,-115.9838124439,43.7085549554,24.1293437403
rosa_rubiginosa_gold_bush_H10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-93.6001186747,-24.4244102167,-48.5142160712,6.0724966808,-6.5779825759
rosa_rubus_B8,rosa_rubus,102.5,3.5355339059,102.5,3.5355339059,495,91.9238815543,495,91.9238815543,110.394361847,500.9737477412,NA,NA,100,560,105,430,-52.7659277454,107.3601085881,-66.4998773289,55.5855689591,-22.6382411445
rosa_spectabilis_H12,rosa_spectabilis,170,NA,170,NA,460,NA,460,NA,177.5663688353,486.5529395385,NA,NA,NA,NA,170,460,-97.0899048326,100.9511122703,-18.7214734534,10.4573972137,-83.2934561316
rosa_subgallicodes_E3,rosa_subgallicodes,206.6666666667,20.8166599947,206.6666666667,20.8166599947,1436.6666666667,251.4623895006,1436.6666666667,251.4623895006,204.9507720984,1423.3077552273,190,1150,200,1540,230,1620,40.3823911933,138.7470481522,27.8507750292,54.4732053704,3.0434404694
rosa_villosa_recondita_C5,rosa_villosa_recondita,170,15,170,15,543.3333333333,35.1188458428,543.3333333333,35.1188458428,170.1145557904,555.261181059,170,580,185,540,155,510,69.885345576,100.801509627,-2.522139081,-1.1589899214,36.0798355318
rosa_wichurana_C9,rosa_wichurana,110,95.3939201417,110,95.3939201417,451.6666666667,201.3909961576,451.6666666667,201.3909961576,113.1098381955,466.1892378141,220,225,60,610,50,520,-93.8449159007,168.3867205595,-140.6023611567,18.9535027499,52.674015667
rose_edouard_D7,rose_edouard,98.3333333333,7.6376261583,98.3333333333,7.6376261583,243.3333333333,15.2752523165,243.3333333333,15.2752523165,102.0255875521,263.7530031667,90,240,105,230,100,260,-84.8397212275,-92.3472647198,2.3129099321,-67.0444472266,-25.746890384
ruby_queen_H3,ruby_queen,55,NA,55,NA,240,NA,240,NA,78.2257654889,284.2339861582,NA,NA,NA,NA,55,240,-49.6270115098,-65.82489039,48.9192334035,-115.148072633,-6.2946387401
safrano_H7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-93.4354977192,-124.0744245739,71.8056162347,-78.5377119346,-5.4570953547
salet_C10,salet,141.6666666667,40.4145188433,141.6666666667,40.4145188433,456.6666666667,11.5470053838,456.6666666667,11.5470053838,143.1956613706,471.0477074457,165,450,165,470,95,450,-6.2494895512,-42.2032317873,38.9021482511,-68.8858341865,-6.6890530179
sidonie_F6,sidonie,142.5,3.5355339059,142.5,3.5355339059,430,14.1421356237,430,14.1421356237,147.4720230257,438.6950748829,NA,NA,140,440,145,420,26.4341452342,48.9997599789,17.6427517098,-3.0027479528,-69.1290341357
sir_joseph_paxton_C1,sir_joseph_paxton,135,8.6602540378,135,8.6602540378,583.3333333333,35.1188458428,583.3333333333,35.1188458428,136.8618038601,594.1289381113,140,620,140,580,125,550,-176.8225813803,-111.7619230087,0.0165553471,-120.8191662672,-6.1795117386
south_orange_perfection_H2,south_orange_perfection,35,NA,35,NA,190,NA,190,NA,60.9491388199,238.2524058445,NA,NA,NA,NA,35,190,-156.114443932,167.6036713493,-159.7485975636,-23.7362532301,45.216318124
souvenir_de_brod_B12,souvenir_de_brod,130,10,130,10,646.6666666667,83.2666399786,646.6666666667,83.2666399786,132.1114107272,655.6695534442,130,580,140,740,120,620,-14.119037771,5.3478016468,10.6059626225,-36.4751121707,-35.7685902174
souvenir_de_la_reine_dangleterre_E7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.2700444467,-44.2437166762,43.8639661162,-96.7708456466,13.6291098929
souvenir_de_lucie_A3,souvenir_de_lucie,145,0,145,0,505,49.4974746831,505,49.4974746831,149.7893768494,510.5550820271,NA,NA,145,540,145,470,-14.7183159221,-31.6913985784,53.1533413917,-59.1737015843,-14.5706406888
souvenir_de_philemon_cochet_F9,souvenir_de_philemon_cochet,171.6666666667,7.6376261583,171.6666666667,7.6376261583,508.3333333333,52.0416499867,508.3333333333,52.0416499867,171.6980201681,521.2518936382,170,525,180,550,165,450,206.4884895318,-201.8493503816,-170.4534380377,13.2242943803,22.3415184747
stanwell_perpetual_D11,stanwell_perpetual,152.5,10.6066017178,152.5,10.6066017178,553.3333333333,50.3322295685,553.3333333333,50.3322295685,147.7335276795,564.9781203221,160,500,145,600,NA,560,-10.3501050558,19.514375204,23.1443543924,-55.0526764267,-8.6185887348
the_garland_D6,the_garland,216.6666666667,30.550504633,216.6666666667,30.550504633,926.6666666667,141.891977692,926.6666666667,141.891977692,214.4515583643,927.7438528104,210,800,250,900,190,1080,-112.3304807101,74.1868327613,-65.4429856564,51.0537683574,-239.8983339401
tom_wood_D1,tom_wood,57.5,24.7487373415,57.5,24.7487373415,90,14.1421356237,90,14.1421356237,68.681993021,112.9297091625,NA,NA,75,100,40,80,-112.5197299033,-71.0870580214,49.7490290463,-146.2920632402,-14.2560895377
toussaint_l_ouverture_H2,toussaint_l_ouverture,56.6666666667,20.2072594216,56.6666666667,20.2072594216,206.6666666667,25.1661147842,206.6666666667,25.1661147842,62.4389781112,228.1242258687,80,180,45,230,45,210,148.292102712,74.1000738284,70.597678316,5.2531793006,19.3697895966
triomphe_de_l_exposition_A8,triomphe_de_l_exposition,278.3333333333,246.086028318,170,NA,430,228.6919325206,430,228.6919325206,163.9430522973,445.1358694108,560,170,170,600,105,520,-20.2836107272,-31.5946570068,59.4106485951,-72.7879647902,-16.5443110044
tuscany_superb_C10,tuscany_superb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.6113985255,69.1130606972,69.5566233171,6.4080498061,33.4173703355
una_G12,una,96.6666666667,12.5830573921,96.6666666667,12.5830573921,496.6666666667,80.8290376865,496.6666666667,80.8290376865,100.4421231744,509.915464498,95,450,110,450,85,590,-77.2138112106,6.1434324852,61.4446387668,83.9704827822,15.2268996429
victor_verdier_H6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.9365438142,-51.6409797797,96.8830290944,-89.2051126847,54.6359053246
virago_C8,virago,156.6666666667,15.2752523165,156.6666666667,15.2752523165,640,91.6515138991,640,91.6515138991,157.4468407694,649.1915939354,140,540,170,720,160,660,65.8106716602,-28.6312690345,48.3102900334,-46.412628516,-6.5423139361
vivid_B5,vivid,156.6666666667,23.6290781313,156.6666666667,23.6290781313,783.3333333333,23.0940107676,783.3333333333,23.0940107676,157.4468407694,788.4677233729,175,810,165,770,130,770,-17.4446734417,-11.6673443078,32.4219817799,-63.2002333058,-24.7285016889
william_lobb_D10,william_lobb,147.5,3.5355339059,147.5,3.5355339059,560,282.8427124746,560,282.8427124746,152.1067306731,563.2524205995,NA,NA,150,760,145,360,-14.1805005375,33.5055144136,-15.5186253244,-65.0673553622,-32.2913072522
wodan_F5,wodan,125,5,125,5,396.6666666667,28.8675134595,396.6666666667,28.8675134595,127.3610175943,412.7460718672,120,430,125,380,130,380,-78.0593905823,-8.9662284656,-40.6708044264,-69.828086844,4.0069620036
