Name,year_obtained_Cristiana,year_obtained,CoderemonteeHarmonise3years,codenumremonteeHarmonise3years,codenumremonteeAvg3years,IDJeremyYear1,coderemonteeYear1,codenumremonteeYear1,IDJeremyYear2,coderemonteeYear2,codenumremonteeYear2,IDJeremyYear3,coderemonteeYear3,codenumremonteeYear3,Nb_Clust_A3,Lmax_P_A3,Rat_P_A3,Min_M_A3,DifMax_M_A3,Min_V_A3,Area_Peak_Inflo_A3,Reb_Mag_A3,Max_Peak_A3,Max_Reb_A3,First_Reb_A3,Rat_Peak_A3,First_Flo_A3,Cont_Flo_A3,PCo1,PCo2,PCo3,PCo4,PCo5
janet_s_pride_D2,1894,1894,NR,1,1,NR182,NR,1,NR257,NR,1,NR261,NR,1,1,0,0,8.0806212999,29,1.2938817931,3.3059565974,0,5.4165390579,0,30,0,6,0,119.6509157805,94.0184749835,61.1537642494,23.411824654,21.6648796774
jean_bach_sisley_D4,1898,1898,RF,3,2.66,RF23,RF,3,RF46,RF,3,R66,R,2,5,-1.2738086009,2.5744402873,4.6344349554,16.4202309123,0.1235954387,15.7374707529,0.2285714286,5.6344031091,1.7486078614,15,0.3103448276,2,0,-215.6964793901,-77.1234697827,43.2110608375,120.4710709701,46.5507723632
jeanne_d_arc_G2,1909,1818,RF,3,3,RF24,RF,3,RF47,RF,3,RF62,RF,3,3,-0.7146791644,1.0435309396,8.7020528067,15.864037283,0.6663341417,23.7142381746,0.5969360803,91.8110872448,104.2121108774,11,1.13507109,6,0,-162.9380904758,144.3832897198,-149.5258646586,-13.0750107213,71.691686837
jenny_duval_G8,1842,1842,NR,1,1,NR76,NR,1,NR98,NR,1,NR92,NR,1,1,0,0,9.6290340008,29,1.0671201821,27.2698790883,0,31.5441548075,0,30,0,6,0,148.0607440192,76.939186692,72.4964603426,8.8932439778,33.7470153763
jersey_beauty_F1,1899,1899,NA,NA,1.5,NA,NA,NA,NR251,NR,1,R100,R,2,3,-0.3557981969,0.4273194817,6.0935236658,5.6123491471,0.309399464,12.4075224564,0.0412844037,16.9193488042,0.8904920423,11,0.0526315789,5,0,-136.9171886998,49.7747190462,-48.935049162,120.2522663586,47.5648361131
julie_de_mersan_C7,1854,1854,NR,1,1,NR54,NR,1,NR72,NR,1,NR69,NR,1,2,-0.0074720211,0.0075000063,8.9017207218,3.7805045415,0.6821257543,7.9678074548,0.0061728395,12.3228823369,0.1484684619,13,0.0120481928,7,0,90.41111067,10.3550955725,69.6460342174,-42.8285039268,4.004817706
la_belle_distinguee_E1,NA,1811,NR,1,1,NR175,NR,1,NR250,NR,1,NR257,NR,1,3,-0.2442210551,0.2766265041,7.0368288973,4.9009703911,0.5520570091,18.914601368,0,45.9571639664,0,30,0,6,0,156.5435162969,3.5335622965,2.1013871991,10.6895114347,15.031232612
la_biche_E6,1832,1832,RF,3,3,NA,NA,NA,RF3,RF,3,RF4,RF,3,4,-1.1786549963,2.25,5.5318317299,19.5102637978,0.2811435217,5.181547868,0.8571428571,2.590773934,7.772321802,13,3,5,0,-208.5753525261,-85.62655094,40.3864217423,38.1279182895,36.3677770724
la_caille_A2,1857,1857,NR,1,1,NR115,NR,1,NR159,NR,1,NR152,NR,1,1,0,0,8.174104395,29,1.3170641107,13.0486355963,0.0030120482,15.8475876427,0.1182655794,13,0.0074626866,6,0,32.1787020758,-22.049942237,37.2040099408,-63.3842104852,-3.3512526508
la_favorite_A10,1899,1899,RF,3,3,RF43,RF,3,R78,R,2,RF92,RF,3,2,-0.4790132232,0.614480484,5.324583495,14.8773450219,1.2615523129,22.1582858181,0.4158415842,7.8868474946,2.0656029152,11,0.2619047619,3,1,-111.7238318116,-113.5927654069,75.5626990281,54.132082084,20.4799389432
la_france_D7,1867,1867,NA,NA,1.66,NR203,NR,1,NR279,NR,1,RF109,RF,3,2,-0.4054651081,0.5,14.0116635503,5.4675425346,0.0851918664,2.6959294947,0.6666666667,2.6959294947,2.6959294947,19,1,14,0,-94.3456213601,-99.1490246098,55.1748225858,-7.1925090256,5.0340875066
lamotte_sanguin_D12,1869,1869,R,2,2,R56,R,2,R75,R,2,R90,R,2,2,-0.3910198836,0.4784879108,6.6768304071,5.8499087789,0.9797032081,8.8833953399,0.2452830189,9.5496499904,2.220848835,11,0.2325581395,5,0,-33.1266053557,-49.9977446218,65.626980674,-84.9674186462,-8.7619609167
la_noblesse_B2,1856,1857,NR,1,1,NR179,NR,1,NR255,NR,1,NR259,NR,1,1,0,0,7.1523818174,29,1.089902377,6.2757617236,0.0065359477,6.5647770661,0.1238637182,11,0.0188679245,5,0,-8.8784310647,-42.4217728766,46.8731385326,-68.9885086491,7.9019407228
la_reine_D8,1842,1842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.169789453,-24.7461643244,53.6528948061,-91.6015735976,6.2627255677
la_sirene_A9,1867,1875,NR,1,1,NR29,NR,1,NR44,NR,1,NR45,NR,1,1,0,0,8.959906184,29,0.9717933369,17.160492278,0,37.8540270839,0,30,0,5,0,-100.3221990694,78.9163345761,-51.205415769,-61.2979081775,-24.4273028293
lea_F1,1825,1825,NR,1,1,NR146,NR,1,NR213,NR,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.3220054382,14.9356427899,14.904439068,13.3965028383,-55.0880169281
leda_E6,1827,1827,NR,1,1.33,NR48,NR,1,NR65,NR,1,R26,R,2,2,-0.2601167257,0.2970814805,6.7152080763,3.6534050695,0.3142440078,1.748926693,0.2307692308,2.0987120316,1.0493560158,10,0.5,5,0,136.8273361723,28.1326984185,34.4734712565,5.0498877757,-45.0736147607
leuchtstern_G2,1889,1889,NR,1,1,NR187,NR,1,NR262,NR,1,NR267,NR,1,1,0,0,7.8458899398,29,0.9090585413,25.2825395984,0,84.9796829373,0,30,0,6,0,-117.068988437,113.0128176235,-103.9781269596,19.5977195581,-108.0968500332
louis_lille_D9,1887,1887,NR,1,1,NA,NA,NA,NR27,NR,1,NR25,NR,1,2,-0.0935761577,0.0980942284,7.0235530358,2.3789052119,0.1237829052,14.725985229,0,20.0808889487,0,30,0,7,0,149.0836630741,76.6700934529,71.9894420196,9.5847936987,33.9454973012
marguerite_de_roman_E12,1882,1882,RF,3,2.66,R2,R,2,RF5,RF,3,RF8,RF,3,5,-1.0665008814,1.9051960683,5.9992231557,20.2604753262,0.075726266,3.7857120478,0.9090909091,3.7857120478,11.3571361435,8,3,6,0,-28.4425947086,-1.5657778412,45.6647950587,-77.1263857744,-44.795019173
marie_dermar_G5,1889,1889,NR,1,1,NR13,NR,1,NR18,NR,1,NR13,NR,1,5,-0.9567335935,1.6031795285,5.7522746611,15.1076803665,0.6340447516,4.9134180458,0.3707093822,4.6632803999,2.5728443585,15,0.5517241379,4,0,-43.2870818595,-75.632043109,22.6235633938,-27.8127996258,-45.6066498464
maupertuis_H8,1868,1868,R,2,2,R8,R,2,R10,R,2,R11,R,2,2,-0.2965125244,0.3451594072,8.6366680686,2.4426186698,1.6411731258,22.3022821301,0.091954023,18.6322863366,2.5407663186,14,0.1363636364,2,0,149.7510298604,75.5396806198,76.1983725782,-0.3403486713,19.2942887051
may_queen_D11,1898,1898,NA,NA,1.5,NA,NA,NA,NR47,NR,1,R18,R,2,2,-0.1888099085,0.207811336,6.6456163341,3.1883557502,1.0883225692,12.5809150248,0.1388750622,13.3517687778,4.8651052899,10,0.364379085,2,0,-94.1567128939,17.3558786864,-44.4492415799,-6.8334269688,7.9493219745
mercedes_B1,1847,1847,NR,1,1,NR170,NR,1,NR242,NR,1,NR252,NR,1,2,-0.5007505227,0.6499591378,8.0093340919,1.6845531113,0.3390840943,13.9529331864,0,17.1920069618,0,30,0,7,0,151.2319845993,71.0560699185,64.7683842197,12.438033338,33.4324037901
minette_D8,1819,1819,NR,1,1,NR21,NR,1,NR30,NR,1,NR28,NR,1,2,-0.1348979781,0.1444200225,6.9186362104,2.7936127039,0.5361311715,10.4554279246,0,11.089090223,0,30,0,6,0,156.7693283835,-96.3499682925,-83.9435360884,22.099867515,-69.4595307246
miranda_F10,1869,1869,R,2,1.66,R26,R,2,NR110,NR,1,R46,R,2,3,-0.9502815017,1.5864376434,6.7159546293,4.7288030682,0.463411313,26.801855749,0.1290322581,23.8238717769,7.4449599303,12,0.3125,5,0,52.9102596492,13.1503514158,20.158795215,-2.5319909491,-30.480567125
mle_cecile_brunner_D12,1880,1880,RF,3,2.66,RF12,RF,3,R19,R,2,RF30,RF,3,4,-1.0469741879,1.8490174713,8.7366271266,16.0264344708,2.0344612346,26.3313870737,0.4683544304,20.6889469865,12.5387557494,18,0.6060606061,6,0,-164.4839804049,-36.7995398421,23.0085181809,152.8338149759,-101.6292943483
mme_a_meilland_climbing_E1,1935,1935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-130.5839898913,-107.6541906974,84.3612405015,29.1202100272,7.4947179245
mme_antoine_mary_E3,1890,1890,RF,3,3,NA,NA,NA,RF7,RF,3,RF12,RF,3,3,-0.9181462629,1.504643134,6.4484818513,15.9407206966,1.8527665573,10.0820620422,0.6354166667,7.2014728873,7.2014728873,13,1,2,1,-222.102483791,-113.2859429397,77.186695384,121.1643020395,15.3122117893
mme_de_la_roche_lambert_B7,1851,1851,RF,3,2.66,R17,R,2,RF28,RF,3,RF33,RF,3,4,-0.9296285373,1.5335678769,7.253734046,14.3089638446,0.6219670243,1.6445194056,0.6923076923,2.0556492569,4.1112985139,10,2,6,0,88.6458291732,62.1202029534,73.4966582305,-10.1100746516,0.7437315404
mme_d_herbray_E4,1857,1857,NR,1,1,NR163,NR,1,NR234,NR,1,NR244,NR,1,2,-0.4803599192,0.6166561631,6.0684619697,2.4825097155,0.6638499828,23.1466852151,0,21.5503620968,0,30,0,4,0,139.8460428871,89.7308915494,74.8010712574,11.8280335997,29.5604827349
mme_edouard_ory_D9,1854,1854,NR,1,1,NR70,NR,1,NR92,NR,1,NR86,NR,1,3,-0.4131683239,0.5115994428,5.8940800261,23.5145673762,0.235791999,7.1270131824,0.0256410256,5.8516529287,0.3375953613,13,0.0576923077,1,0,22.5331417225,35.2664745442,55.2200454646,-50.485152025,-15.7629949004
mme_emilie_charon_E5,1895,1895,RF,3,3,RF51,RF,3,RF74,RF,3,RF102,RF,3,3,-0.647011834,0.9098254186,4.835104581,14.1462513368,0.3681260959,7.6384571275,0.4829931973,4.8242887121,2.4121443561,11,0.5,1,1,-239.1279352565,-138.2075818255,103.5478690581,137.8086752434,67.9783395945
mme_ernest_calvat_F1,1888,1888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-131.0335734958,-134.6367398518,56.6917629176,-38.8361596685,-8.8359359309
mme_e_veyrat_hermanos_G3,1895,1895,RF,3,3,NA,NA,NA,RF29,RF,3,RF34,RF,3,5,-1.3549379614,2.8765204552,5.6377361563,21.8400423394,0.5131326726,1.6696389528,0.8299319728,1.803210069,3.9069551496,9,2.1666666667,4,1,-204.8173396568,-89.8854912774,66.7540889335,152.1680248863,17.6368878142
mme_hardy_B11,1832,1832,NR,1,1,NR46,NR,1,NR63,NR,1,NR64,NR,1,1,0,0,9.2378079673,29,1.0074726046,11.6609078072,0,13.4675273266,0,30,0,7,0,120.1538104373,50.5518317656,37.82438926,15.4194757663,-42.4111253861
mme_lambard_E8,1878,1878,RF,3,3,RF19,RF,3,RF43,RF,3,RF59,RF,3,2,-0.4238722789,0.5278664406,3.5580692581,10.1401509264,1.7888682443,24.8601445253,0.3153526971,6.4787043308,2.1093455961,8,0.3255813953,1,1,-234.4290619789,-155.4211406882,119.3654604521,126.296469116,45.9064309998
mme_legras_de_st_germain_E7,1846,1846,NR,1,1,NR56,NR,1,NR74,NR,1,NR71,NR,1,2,-0.0074467807,0.007474577,8.5914815501,5.8412854561,0.4898755304,11.3938533224,0.0077092511,10.5845230087,0.1517494338,14,0.0143369176,5,0,132.1885496837,57.2233684271,25.7219559193,27.8369554854,20.6300504014
mme_zoetmans_E12,NA,1830,NR,1,1,NR134,NR,1,NR193,NR,1,NR192,NR,1,1,0,0,9.7407019311,29,0.9220414683,7.2612082296,0,14.5224164593,0,30,0,8,0,141.7711278559,74.5100642579,62.973504429,13.0581029365,30.9616331654
monsieur_cordeau_H6,1892,1892,RF,3,3,RF35,RF,3,RF61,RF,3,RF83,RF,3,2,-0.2614394776,0.2987983328,10.1406436839,1.8979385633,0.1482862193,9.8100171736,0,11.7720206083,0,30,0,10,0,-52.4567009137,-66.1463970141,60.3509362802,-128.0675042889,-14.8349734718
narrow_water_D3,1883,1883,RF,3,3,RF25,RF,3,RF48,RF,3,RF63,RF,3,2,-0.1874478182,0.2061673077,9.9063924366,5.9261979587,1.9532428211,52.9966367768,0.111373475,102.1910347769,5.9145936527,15,0.0578778135,1,1,-175.2118836454,71.4809346548,-77.3676938012,-17.8024684289,-156.6899254551
nathalie_H4,1835,1835,RF,3,2.66,RF33,RF,3,R63,R,2,RF77,RF,3,3,-0.618685792,0.8564866283,8.1854984796,16.7637923802,2.520719788,55.9398297464,0.0381062356,30.3203278877,0.906587877,20,0.0299003322,1,1,-125.1074183575,-41.9337182556,10.6798201931,-18.1578558228,27.1386462655
oeillet_panache_G11,1888,1887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.6990328933,58.1123757624,59.7305464755,1.1574049346,20.773216035
old_blush_G12,NA,1793,RF,3,3,RF59,RF,3,RF87,RF,3,RF113,RF,3,3,-0.6931471806,1,1.9976811428,17.0185038981,0.0717357951,13.5010216392,0.75,13.5010216392,13.5010216392,6,1,2,0,-287.9141306624,-71.4570680985,23.5071618352,-68.2761386771,51.4896981063
olivet_E2,1892,1892,R,2,1.66,NR183,NR,1,R83,R,2,R104,R,2,3,-0.1117286689,0.1182094145,5.5215193117,23.284986701,1.0168218116,12.573941715,0.0632911392,10.449965074,0.7646315908,12,0.0731707317,2,0,-57.2261700863,11.3225078905,11.0932407505,-52.4203241134,4.9877594819
panache_superbe_F3,NA,1811,R,2,2,R61,R,2,R87,R,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-42.1419939321,-22.1768343982,32.314820978,-71.8390594398,9.8158275841
paquerette_A2,1875,1875,RF,3,2.66,RF46,RF,3,RF69,RF,3,R103,R,2,3,-0.9497991599,1.5851903972,8.4634361169,13.7519843725,1.1313825212,86.545252165,0.2990654206,167.3208208523,49.6192779079,16,0.2965517241,5,0,-155.35535909,155.0690659103,-160.3999181403,-3.4273643877,68.0394712983
parks_yellow_tea_scented_china_C5,NA,1824,NA,NA,1.66,NR143,NR,1,RF58,RF,3,NR212,NR,1,1,0,0,3.3671560691,29,1.713969635,3.1132700307,0,2.795287581,0,30,0,1,0,-134.3726961565,-59.270941707,41.3249469222,148.4483781678,40.6333494511
pergolese_A5,1840,1840,NR,1,1,NR141,NR,1,NR204,NR,1,NR206,NR,1,3,-0.161676595,0.1754800237,9.7840279424,5.0826425814,0.0937185754,12.2293831671,0.0217391304,9.5117424633,0.8152922111,15,0.0857142857,7,0,144.0062179394,75.4492432666,70.6165849261,12.9988945475,16.6750155007
perle_d_angers_F12,1879,1879,NR,1,1.33,NR123,NR,1,NR174,NR,1,R68,R,2,2,-0.0248934502,0.0252058792,5.8778107162,16.8553753021,2.3683789718,9.5064548945,0.0337078652,9.6169950677,0.3316205196,15,0.0344827586,1,0,-79.132153146,-86.0393511302,41.2031213046,-108.1579594133,7.7154141275
persian_yellow_A1,NA,1837,NA,NA,1.66,NR35,NR,1,RF84,RF,3,NR289,NR,1,1,0,0,6.4498785402,29,1.1023720631,15.5370064895,0,16.1233086212,0,30,0,4,0,157.465576544,-119.1574873608,-104.8176922747,44.1720261711,21.2514743773
petite_ecossaise_F5,1826,1826,NR,1,1.33,NR107,NR,1,R43,R,2,NR140,NR,1,2,-0.4593975889,0.5831200086,3.8725894418,2.2878257768,0.6056788064,6.8969350152,0,1.9705528615,0,30,0,3,0,193.6994482142,-169.4549714941,-145.0804328635,26.5777085293,19.2374331375
petite_lisette_E4,1817,1817,NR,1,1.33,NR192,NR,1,NR267,NR,1,R80,R,2,2,-0.1725982934,0.1883886256,9.3112326996,15.6399139261,1.1906202372,65.8592746428,0.2,123.4861399552,20.5810233259,23,0.1666666667,5,0,123.0420736251,21.9161728387,18.6743468887,23.0237073863,-63.2461228181
pink_roamer_A4,1890,1890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-150.5398042635,161.0395322624,-151.9879520409,-32.5602445817,61.7083183642
pompon_blanc_parfait_G6,1876,1876,NA,NA,2.33,RF5,RF,3,NR22,NR,1,RF14,RF,3,3,-0.6782154713,0.9703584318,7.4631662125,15.6640812917,2.9706995897,18.0259841761,0.4796296296,12.3166866968,14.8185136821,12,1.203125,1,1,28.6075610969,-34.1277931843,-65.7840581104,9.386775345,-76.4825170513
prince_frederic_D11,1840,1840,NR,1,1,NA,NA,NA,NR223,NR,1,NR234,NR,1,2,-0.3392781119,0.4039337416,6.8265197207,2.2348017771,0.5348194731,24.7482233779,0,34.3611696486,0,30,0,5,0,6.9228074304,86.892374344,11.6882761239,-6.2252687,20.414414492
provence_pink_C2,NA,1450,NR,1,1,NR180,NR,1,NR256,NR,1,NR260,NR,1,1,0,0,7.9679762762,29,1.7040841016,10.7651908263,0,9.4247779608,0,30,0,5,0,124.2099418503,23.7722488768,22.9837595731,7.1849818982,-56.6137589989
provins_renoncule_F8,1810,1810,NR,1,1,NR53,NR,1,NR70,NR,1,NR67,NR,1,2,-0.582632354,0.7907461096,9.6324327017,2.0912297308,0.6956026378,13.4772465908,0,3.7178611285,0,30,0,8,0,151.1540785035,27.4084484172,6.6043234365,19.696309842,24.1797098214
pucelle_de_lille_H8,1828,1828,NR,1,1,NR74,NR,1,NR96,NR,1,NR90,NR,1,1,0,0,9.1742336352,29,0.7529429218,4.6645918541,0,6.383125695,0,30,0,8,0,146.8609420959,84.8430160348,79.046358838,8.3678041013,33.7305728563
quatre_saisons_blanc_mousseux_F3,1830,1830,NR,1,1.33,NR206,NR,1,NR68,NR,1,R29,R,2,4,-0.508488564,0.6627761151,7.3922159776,13.2548938311,0.8258120824,8.5498402321,0.1142857143,13.7900648904,2.7580129781,15,0.2,6,0,125.8494053045,-42.5374187625,-24.1280481855,12.6558242071,-113.7267674426
reine_des_centfeuilles_C3,1824,1824,NR,1,1,NR124,NR,1,NR176,NR,1,NR173,NR,1,1,0,0,8.834587489,29,3.3860323004,11.180233596,0.0015772871,11.7101024868,0.0529868891,15,0.0045248869,4,0,115.2088047208,38.1855432467,37.047413469,15.4094369124,-72.9809440741
rene_andre_H11,1901,1901,RF,3,2.66,RF10,RF,3,R17,R,2,RF27,RF,3,2,-0.409819098,0.5065452234,8.941744717,7.2772800036,3.045674053,8.1727176212,0.216937355,5.8117103084,1.3439580088,15,0.23125,2,1,-156.426404817,34.9603743653,-34.0155901528,118.896293196,65.7814936429
robert_le_diable_F12,1837,1837,NR,1,1,NR122,NR,1,NR172,NR,1,NR170,NR,1,2,-0.5494783055,0.7323490252,9.6394835765,2.2812569903,0.3734108365,6.1994095031,0,5.5292030703,0,30,0,8,0,149.6965249119,77.2948088494,74.4192374496,8.0595127322,34.2384005744
robusta_bourbon_C11,1877,1877,RF,3,2.66,RF41,RF,3,R72,R,2,RF88,RF,3,2,-0.333869022,0.3963602391,4.9883565068,8.6690995174,2.0171947677,12.3938587641,0.2125,9.2462120938,3.1476466702,11,0.3404255319,2,1,-207.3112928104,-100.0581676853,2.7582640834,-112.4195714529,-23.3480664993
roi_des_pourpres_E11,1819,1819,NR,1,1,NA,NA,NA,NR95,NR,1,NR89,NR,1,1,0,0,9.3971894827,29,0.9240657914,8.2976521844,0,10.4203073943,0,30,0,7,0,139.3521547802,-68.0246628017,-74.2976729846,48.1405336428,-61.1668564162
rosa_albertii_G7,NA,1877,R,2,2,R11,R,2,R11,R,2,R14,R,2,2,-0.3351654643,0.3981717135,5.0984344273,5.4572059651,1.6448823816,8.8368726438,0.2130325815,7.0075837207,1.8574318296,9,0.265060241,2,0,201.4786608006,-175.3986063886,-148.4436032193,20.6739543692,19.3345112475
rosa_arvensis_D8,NA,1750,NR,1,1,NR65,NR,1,NR87,NR,1,NR82,NR,1,2,-0.0450758108,0.0461071632,9.6278813803,2.0006418768,0.503550926,9.1184077681,0,21.705549243,0,30,0,8,0,49.6941996491,146.576662321,41.6412948235,51.1263879611,6.7998076165
rosa_californica_E8,NA,1878,NR,1,1,NR25,NR,1,NR35,NR,1,NR33,NR,1,2,-0.0171972427,0.0173459666,5.5281417552,6.6055163776,1.8390948,18.5184194537,0.0165929204,30.7251616358,0.5207654515,11,0.0169491525,1,0,-8.7897011423,-9.5223250828,-202.9980425929,-47.6733357727,34.6797103992
rosa_calocarpa_H10,1891,1891,NR,1,1.33,NR100,NR,1,NR134,NR,1,R55,R,2,2,-0.1962941827,0.2168848391,8.5564261748,5.2114784105,0.7993717711,1.6578265981,0.1785714286,2.1623825192,0.4324765038,13,0.2,7,0,203.6356184111,-195.4579017784,-166.9013680778,12.2993191759,21.0098684811
rosa_centiflora_rosae_G2,NA,1863,R,2,2.33,R21,R,2,RF32,RF,3,R38,R,2,3,-0.6705936069,0.9553977137,7.2460492271,14.1281550691,2.224776502,22.0808773105,0.2,3.8216903037,1.2738967679,16,0.3333333333,4,0,43.2278853085,-25.5230770388,45.9700772483,-47.5827089096,-20.3989925615
rosa_chinensis_C8,NA,1759,R,2,2.5,NA,NA,NA,R22,R,2,RF36,RF,3,2,-0.0872035772,0.091118784,9.6267624371,11.8708062641,5.6701687274,80.9107749646,0.0873932697,108.7864739893,8.4161455522,17,0.0773638968,1,1,-169.2829020569,177.3671488995,-183.4088639549,-48.6108395445,56.1731787104
rosa_chinensis_mutabilis_G3,1894,1894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-188.8557737966,-62.4952352267,39.0298123203,47.9154315862,-33.3232882438
rosa_corymbifera_G6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.6291102216,16.5609431874,-44.609887923,43.7014247413,8.8566921074
rosa_cuspidata_G5,NA,1820,NR,1,1,NR200,NR,1,NR276,NR,1,NR285,NR,1,1,0,0,9.1968065939,29,0.3629635722,8.254315689,0,17.6148798725,0,30,0,8,0,-123.7473416388,-74.7240452469,52.2481904023,-138.96828044,-11.040743462
rosa_damascena_bifera_yorklancaster_G8,NA,NA,NR,1,1,NR276,NR,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.8931463717,-42.4817549702,-24.0774001328,12.8336197987,-114.3053187614
rosa_dupontii_A12,1817,1817,NR,1,1,NR85,NR,1,NR109,NR,1,NR101,NR,1,2,-0.0287302434,0.0291469378,6.7371640298,4.7475189596,1.1303988817,5.2843013685,0.0256124722,9.8438985493,0.3019600782,11,0.0306748466,4,0,59.2944341142,58.6823288569,22.4707639976,59.7916080759,-140.5606507197
rosa_ferruginea_C11,NA,1814,R,2,1.66,R34,R,2,NR143,NR,1,R59,R,2,4,-1.0726291298,1.923054496,4.8267585379,11.6767741756,0.3514052589,4.0811172996,0.144,1.9452054419,0.8009669466,15,0.4117647059,4,0,205.4350833577,-189.9615275951,-159.2681551312,14.3315827814,17.635126056
rosa_fortiniana_de_banks_F3,NA,1840,NR,1,1,NA,NA,NA,NR192,NR,1,NR191,NR,1,2,-0.2679511058,0.3072832199,3.2214905861,2.7027168406,0.9605722936,25.8387240643,0,6.8253233377,0,30,0,1,0,124.6542127231,-81.6993087374,-71.9917998515,49.7793180912,20.3502105815
rosa_gallica_C4,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.686415257,-147.7562360514,-128.7473696959,34.1727568211,20.7691412869
rosa_holikensis_G10,NA,1884,R,2,2,R31,R,2,R40,R,2,R54,R,2,2,-0.4200154511,0.5219850718,5.2457424646,4.5902754617,1.1824023015,7.5206093395,0.2828947368,8.9005376587,3.5188172139,8,0.3953488372,3,0,191.6259442932,-166.4232309954,-143.6985368478,25.947529386,18.9093007982
rosa_iwara_A10,NA,1831,R,2,2,R30,R,2,R37,R,2,R51,R,2,2,-0.3781765706,0.4596206463,5.6916287339,6.4043555339,0.9550094229,7.1136963063,0.27029438,18.5234390371,4.6091186336,9,0.2488262911,3,0,41.4514773379,-3.780686598,-199.3698890569,-7.6700162391,49.9327310587
rosa_majalis_H2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.3717203277,-198.2809420435,-166.7743144669,10.4406094496,16.7914418691
rosa_majalis_plena_H11,NA,1583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.6267605923,-204.1119262258,-171.4000830499,7.9709159195,18.3425938452
rosa_manetti_H4,1835,1835,NR,1,1,NR98,NR,1,NR130,NR,1,NR125,NR,1,1,0,0,8.380125862,29,0.7702842425,4.3243702728,0,5.3418691605,0,30,0,6,0,-84.6573884508,-32.4079895966,-41.7516920288,-28.2606116257,-81.5853847241
rosa_maximowicziana_B9,NA,1880,NR,1,1,NR68,NR,1,NR90,NR,1,NR84,NR,1,1,0,0,9.3470078908,29,0.6839732728,18.3418011815,0,23.2627722302,0,30,0,7,0,-50.3950996539,137.2198969462,-85.7743548743,37.1641389784,18.6276442064
rosa_minutifolia_alba_H5,NA,1882,NR,1,1,NA,NA,NA,NR175,NR,1,NR172,NR,1,3,-0.4872671224,0.6278613896,15.6105568822,0.772775894,0.0049338359,0.4715292297,0,0.4715292297,0,30,0,16,0,188.9359120761,-169.3476233082,-145.158752562,23.6412114791,21.6115426132
rosa_multiflora_carnea_D5,NA,1804,NR,1,1,NR194,NR,1,NR207,NR,1,NR209,NR,1,1,0,0,7.5153995699,29,0.7268204835,24.9057190592,0,72.2063938181,0,30,0,5,0,-109.8100245905,118.1614222979,-103.8419038711,10.8176059456,-78.1300006321
rosa_pendulina_oxyodon_H9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.1996113989,-161.6471663509,-139.555095926,27.8002473167,19.5902059247
rosa_pendulina_pyrenaica_H7,NA,1815,NA,NA,1.33,R12,R,2,NR36,NR,1,NR34,NR,1,2,-0.0626665428,0.0646717576,4.7751460844,6.7747614633,0.7320286477,7.3122992263,0.0279329609,10.2750411541,0.2521482492,10,0.0245398773,2,0,193.9239465513,-165.5120061508,-144.4224354968,28.2506305643,21.5603985874
