Name,Nb_Clust_A2,Lmax_P_A2,Rat_P_A2,Min_M_A2,DifMax_M_A2,Min_V_A2,Area_Peak_Inflo_A2,Reb_Mag_A2,Max_Peak_A2,Max_Reb_A2,First_Reb_A2,Rat_Peak_A2,First_Flo_A2,Cont_Flo_A2,PCo1,PCo2,PCo3,PCo4,PCo5
blush_damask_H1,1,0,0,9.405727669,28,1.288576592,11.25354997,0,13.65534032,0,33,0,6,0,155.4423176,-13.73957001,-7.349283466,5.475746716,-6.934541869
blush_hip_B3,3,-0.103271072,0.108791931,10.28370672,3.831284,0.030681814,13.81219949,0.018311292,24.69020116,1.288184408,14,0.052173913,8,0,44.67255826,24.2437701,51.11986375,-9.067295293,-1.672971374
boula_de_nanteuil_A11,2,-0.233584786,0.263119918,8.980906773,1.743357344,0.103618767,9.492431721,0,8.136370047,0,33,0,9,0,149.5281974,77.30266169,73.538664,8.709565382,34.21592363
bouquet_de_venus_D6,1,0,0,11.73603295,28,1.615863668,26.88549878,0,25.34918456,0,33,0,9,0,143.2546063,87.19330098,76.5833296,9.975063417,31.16188248
camaieu_G12,1,0,0,10.76109599,28,0.934154214,30.22577867,0,35.44659499,0,33,0,9,0,145.3760012,84.79419795,75.80717684,10.76519152,32.21629891
capitaine_basroger_C1,1,0,0,9.014395397,28,1.182439861,9.397889001,0,11.3327485,0,33,0,7,0,-9.640970301,-39.01887761,78.15585593,-36.95684111,30.07748965
caroline_banks_A12,2,-0.05895935,0.060732121,7.889058074,2.858188349,0.710051652,8.151574529,0,10.29672572,0,33,0,7,0,-93.76707186,25.50878757,-53.00311352,-85.27165886,17.75708288
celine_F12,1,0,0,10.35343792,28,1.356198432,15.50940038,0,28.62890921,0,33,0,7,0,-106.4983078,-32.37000764,-44.68090314,-85.44739918,-67.10719485
champmey_pink_cluster_B1,1,0,0,11.57430826,28,0.599641448,15.63327351,0,23.44991027,0,33,0,10,0,-176.6956869,56.12798242,-61.08032607,-4.359355682,-170.8127064
charles_lawson_B4,1,0,0,10.12348809,28,1.803308226,68.45195269,0,67.09069226,0,33,0,6,0,-18.34859278,-69.7651774,66.2508711,-75.66277555,10.96595515
charles_quint_B2,1,0,0,10.98614866,28,0.836074723,16.97392244,0,18.15471704,0,33,0,9,0,148.0193298,74.2478013,64.54379158,12.98458226,30.50093962
chloris_F10,1,0,0,9.381087445,28,0.488546323,9.040420298,0,14.56719271,0,33,0,7,0,145.5297694,6.97243187,-14.85161133,20.90616829,19.02514
claire_jacquier_F8,1,0,0,9.228396996,28,1.613047506,6.538174607,0,10.61491877,0,33,0,6,0,-128.4170857,-13.84619579,10.09662569,139.3906496,-149.4949561
clementine_B4,1,0,0,10.2436449,28,1.128518612,20.86629352,0,24.93345243,0,33,0,7,0,136.9256352,16.62144359,19.79899591,17.60946417,-40.87281866
clotilde_soupert_B11,2,-0.10677527,0.112684173,12.2965011,12.99006371,2.417980242,55.3470226,0.098285714,85.93168909,7.36557335,20,0.085714286,9,0,-172.2810272,124.8043035,-134.3969251,27.74462787,59.86404483
comtesse_de_murinais_E10,1,0,0,9.713658612,28,0.777854929,4.73501144,0,6.137977792,0,33,0,8,0,145.3383323,-15.74866689,-1.354935069,5.325632569,-46.95938899
corporal_johann_nagy_D10,1,0,0,10.72844662,28,1.272641576,17.28270274,0,19.58146999,0,33,0,8,0,33.51144545,47.12848731,-22.25913585,-56.41449505,15.96692717
cramoisi_eblouissant_B6,1,0,0,11.44404701,28,0.841776698,12.31356122,0,15.03780042,0,33,0,10,0,143.4372729,80.04958344,67.66108251,11.34188716,29.60371286
cramoisi_superieur_B7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-234.5598778,-6.030532698,-12.27828338,-16.91877662,39.35017849
creme_H3,1,0,0,12.98731411,28,0.4960889,41.2949417,0.00017325,189.0866114,0.050089169,23,0.000264901,10,0,-34.19196352,103.4083019,-0.632975669,67.51731572,-136.2844795
crimsom_rambler_B8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-189.6426621,162.6410869,-171.3454542,-53.6488993,43.66874085
crimson_globe_B3,2,-0.006024115,0.006042296,9.468548434,22.12374409,0.557733355,11.0209208,0.009771987,13.81240403,0.108759087,31,0.007874016,6,0,39.20578818,0.367278349,32.5575225,-39.38462083,7.415705118
dawson_H1,2,-0.1642145,0.178467069,6.222417551,2.232930583,0.260329675,22.19862528,0,55.61671814,0,33,0,5,0,-212.2285951,125.2652491,-146.5194713,-69.40393997,46.75548124
delille_B12,2,-0.390448353,0.477643151,11.0152641,1.806254568,0.095027597,3.582690518,0,3.582690518,0,33,0,11,0,35.32378205,10.26597991,35.04353249,-6.973464124,-44.11799824
desprez_a_fleur_jaune_B10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-182.5912705,-35.91658919,18.01104554,95.2732681,-99.25525959
deuil_de_paul_fontaine_B11,5,-0.754941913,1.127487941,7.360820662,17.26248293,0.083978611,4.997217174,0.45,6.814387056,6.814387056,12,1,7,0,18.18259205,7.14327095,48.61139404,-40.5699511,0.169478179
dona_sol_A1,3,-0.461444464,0.586363776,10.63377646,6.22152421,0.461382067,30.00664209,0.029411765,29.09734991,0.909292185,16,0.03125,10,0,143.2999309,82.06290795,75.49885638,11.17663168,19.70693792
duc_d_anjou_B12,1,0,0,10.09133362,28,0.857251542,12.27932761,0,15.75460901,0,33,0,8,0,148.9254874,71.71459386,65.293086,9.896334364,34.49136874
duc_de_cambridge_B6,1,0,0,9.344849296,28,1.557590723,15.46456701,0.002870813,13.57973015,0.044523705,16,0.003278689,5,0,35.73675421,13.15933676,3.622305498,-56.17585044,-16.32762971
duchesse_de_montebello_H7,1,0,0,9.91986354,28,0.558664281,23.60816571,0,39.53656667,0,33,0,9,0,144.341745,81.36257682,74.20063879,9.407595331,32.30102745
duchesse_de_portland_C2,1,0,0,10.15852173,28,0.722347163,11.86805708,0,16.64108003,0,33,0,8,0,144.4936583,18.7784379,29.21692171,-1.874099926,-33.08820074
duchesse_de_verneuil_A7,1,0,0,11.16154474,28,1.174440404,22.89674495,0,27.64889957,0,33,0,9,0,152.631646,56.26948527,61.47515673,2.116834694,16.27971813
duchesse_du_berry_C1,2,-0.575761346,0.778484052,10.30785699,1.440987773,0.212920541,11.66276527,0,13.60655948,0,33,0,10,0,149.7515664,76.63357166,74.00350729,7.967917765,32.87946085
enfant_de_france_B10,2,-0.220386211,0.246558072,8.662409044,8.668886114,1.002198528,20.77715363,0.239043825,9.899062724,1.903665909,11,0.192307692,7,0,30.1967535,5.224052935,80.20225513,92.86258191,31.57734821
ernest_morel_C3,2,-0.326019296,0.385442102,10.99370026,2.392648637,0.100325356,140.1833392,0.134328358,118.4307521,14.50172475,14,0.12244898,10,0,-90.22275987,-117.6097713,72.34954268,-113.3455754,12.65520488
ernst_dorell_F11,1,0,0,10.52432129,28,1.279045945,32.97021439,0,39.90065625,0,33,0,6,0,-62.78260197,82.16095756,-45.35538558,-64.09866766,-28.31466479
etoile_de_lyon_G11,2,-0.062697457,0.064704672,9.998480838,6.524350436,0.09145639,473.1771961,0.042713568,458.2739773,6.209674489,15,0.013550136,9,0,-203.4675158,-146.360826,113.9790231,179.3525291,44.67653752
eugene_furst_C12,2,-0.510825624,0.666666667,10.49180385,4.510594067,0.084964225,2.0951369,0.6,1.04756845,3.14270535,15,3,10,0,-135.6887283,-138.7577132,65.41007157,-145.2229325,33.80535492
euphrosine_G10,2,-0.041019282,0.041872195,8.692587894,3.432693375,0.924249579,26.6516093,0.015532544,81.95052817,2.803324795,13,0.034207526,6,0,-201.5502012,151.7333885,-166.6097886,-73.32092059,46.2282974
fatinitza_A3,3,-0.579795689,0.78567356,7.843025808,9.455139313,0.346419009,9.072083633,0.407558733,32.22153842,23.93153096,10,0.742718447,6,0,-182.8709506,41.27492377,-56.30808273,67.82808025,59.89973214
francois_arago_C6,3,-0.975441771,1.652338679,8.344658016,9.479139222,0.478045424,11.92324673,0.40942029,12.72788302,5.92504899,14,0.465517241,6,0,-131.001037,-125.9758325,62.6356776,-81.66550154,31.44962362
francois_foucard_C7,2,-0.156744168,0.16969633,10.309797,5.283089397,1.19721503,14.49730901,0.045576408,33.09065079,1.259012557,19,0.03804738,7,0,-167.477563,45.6750527,-46.07160698,135.2799271,30.21399301
fulgens_gallique_D1,1,0,0,9.337210107,28,1.932114247,20.03774352,0,16.3645238,0,33,0,5,0,-42.7414312,-6.959081845,51.25841157,30.43627268,5.251381528
gaspard_monge_B8,1,0,0,10.45027478,28,1.312909694,18.35713597,0,21.49561405,0,33,0,7,0,3.818284363,20.70896753,12.26736437,-40.35864347,-29.23381397
geant_des_batailles_C8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-120.1364757,-77.24791094,55.40352297,-98.95398974,19.91319915
general_jacqueminot_C9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-92.7816724,-104.0111562,50.2488071,-128.4759213,4.643177482
general_kleber_B7,1,0,0,11.36250557,28,0.697523636,15.01091664,0,18.6838005,0,33,0,10,0,144.6086766,60.65818547,52.81379598,11.52834414,16.81035695
geschwind_s_orden_D9,1,0,0,10.92028011,28,0.524551581,10.8010081,0,33.36045437,0,33,0,9,0,33.84811283,-52.96734206,-48.77594931,-21.89081503,-52.07279606
gilda_A6,1,0,0,10.41891683,28,0.567382701,4.019016547,0,6.784955691,0,33,0,9,0,-20.03500639,62.61217061,-37.43510907,-47.46088925,24.66949258
gloire_de_dijon_C11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-104.6557732,-65.12367752,65.58909159,67.65217886,12.87769683
gloire_de_ducher_C12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-135.5488531,-76.89754197,44.30370495,-106.1541808,7.733438587
gloire_des_rosomanes_D1,2,-0.501813396,0.651713768,9.492875509,4.534244004,0.472702209,5.639474413,0.455696203,2.098409084,1.049204542,14,0.5,9,0,-88.98761968,-52.30979791,-22.5417223,40.06564632,-63.36592416
himmelsauge_A12,1,0,0,9.970098502,28,1.058031824,42.58095211,0,64.04358835,0,33,0,6,0,-6.803593876,138.077276,-65.3212506,-24.99976188,42.59611588
hippolyte.D7,1,0,0,10.18883545,28,1.480369009,27.54343273,0,44.62343851,0,33,0,7,0,5.896730001,78.17488958,2.083093217,-24.2916782,28.91673066
horace_vernet.E7,1,0,0,10.43517747,28,1.33470503,10.96971591,0,18.11278673,0,33,0,7,0,129.4446836,21.04858961,26.23487147,4.900595868,-56.97190434
hovyn_de_tronchere_D3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-194.5153023,-115.1143831,92.66111825,177.904015,39.17425129
hume_s_blush_tea_scented_china_C7,4,-1.041438902,1.833290911,9.021791219,15.8340146,0.15357531,87.63823045,0.496855346,21.36181867,12.59799563,15,0.58974359,7,1,-244.4056917,-86.30331373,49.21404611,76.82778709,49.67779946
hybride_de_rosa_wichurana_H12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-146.3629762,157.7971304,-145.1525705,-14.35047727,62.49987946
imperatrice_josephine_E9,1,0,0,11.20519528,28,0.757132634,10.93327135,0,15.08791446,0,33,0,9,0,155.8534354,19.58178278,11.90590703,12.49233483,18.3858585
indigo_D3,2,-0.07323182,0.075979941,10.01514438,10.42658524,1.318925325,25.98436456,0.085526316,30.8447493,1.495502996,15,0.048484848,7,0,147.2169453,60.88683468,60.759448,7.046806254,9.912991317
jacques_cartier_blanc_G1,2,-0.151932862,0.164082079,10.35945554,11.31677568,1.178632958,24.72475627,0.199074074,39.8740289,4.716282988,13,0.11827957,8,0,24.48217792,76.92810952,25.72266486,2.53135576,-44.88642207
janet_s_pride_D2,1,0,0,10.44323675,28,0.876978606,7.946154269,0,16.62806356,0,33,0,9,0,119.6509158,94.01847498,61.15376425,23.41182465,21.66487968
jean_bach_sisley_D4,3,-0.586705085,0.798054209,10.40311536,17.28861512,1.322501256,21.90955761,0.470588235,8.763823045,1.947516232,14,0.222222222,7,1,-215.6964794,-77.12346978,43.21106084,120.471071,46.55077236
jeanne_d_arc_G2,3,-0.247372486,0.280656051,10.6736902,11.44603843,0.270769015,51.16409804,0.044655582,82.27980759,3.205706789,20,0.038961039,7,1,-162.9380905,144.3832897,-149.5258647,-13.07501072,71.69168684
jenny_duval_G8,1,0,0,11.59827728,28,1.465075211,18.06475289,0,16.39209059,0,33,0,9,0,148.060744,76.93918669,72.49646034,8.893243978,33.74701538
jersey_beauty_F1,2,-0.530612315,0.699972909,9.02488631,2.537025659,1.129783795,25.80591679,0,17.2603509,0,33,0,7,0,-136.9171887,49.77471905,-48.93504916,120.2522664,47.56483611
julie_de_mersan_C7,2,-0.357075308,0.429143491,9.825465834,2.022021967,0.462814079,7.864755271,0,9.588537249,0,33,0,9,0,90.41111067,10.35509557,69.64603422,-42.82850393,4.004817706
la_belle_distinguee_E1,1,0,0,11.10915118,28,1.031969297,19.58142792,0,35.57495445,0,33,0,9,0,156.5435163,3.533562297,2.101387199,10.68951143,15.03123261
la_biche_E6,4,-1.079630077,1.943590449,9.038869264,13.97992584,0.071918492,7.000767889,0.333333333,3.500383944,1.750191972,15,0.5,9,0,-208.5753525,-85.62655094,40.38642174,38.12791829,36.36777707
la_caille_A2,1,0,0,10.46798157,28,1.216023672,13.55972251,0,14.61757321,0,33,0,9,0,32.17870208,-22.04994224,37.20400994,-63.38421049,-3.351252651
la_favorite_A10,2,-0.226980052,0.254804837,9.478182503,12.81589769,1.856463347,47.56688106,0.209169054,14.1321893,3.274531667,16,0.231707317,7,0,-111.7238318,-113.5927654,75.56269903,54.13208208,20.47993894
la_france_D7,1,0,0,9.502794646,28,0.349618512,0.754630083,0,0.377315042,0,33,0,9,0,-94.34562136,-99.14902461,55.17482259,-7.192509026,5.034087507
lamotte_sanguin_D12,2,-0.2268019,0.254581311,9.291638206,6.81718837,1.708820814,7.757782409,0.205,6.879542891,1.024612771,14,0.14893617,6,0,-33.12660536,-49.99774462,65.62698067,-84.96741865,-8.761960917
la_noblesse_B2,1,0,0,9.854253826,28,0.83559391,16.14929966,0,23.25499152,0,33,0,7,0,-8.878431065,-42.42177288,46.87313853,-68.98850865,7.901940723
la_reine_D8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.16978945,-24.74616432,53.65289481,-91.6015736,6.262725568
la_sirene_A9,1,0,0,10.76603656,28,1.211653468,15.65852001,0.000802568,27.79544517,0.062885623,19,0.002262443,8,0,-100.3221991,78.91633458,-51.20541577,-61.29790818,-24.42730283
lea_F1,2,-0.573901373,0.775179195,10.4868679,2.164895819,0.696302855,13.61172304,0,3.53904799,0,33,0,9,0,127.3220054,14.93564279,14.90443907,13.39650284,-55.08801693
leda_E6,1,0,0,9.677619289,28,1.442773965,10.0426415,0,10.88656095,0,33,0,6,0,136.8273362,28.13269842,34.47347126,5.049887776,-45.07361476
leuchtstern_G2,2,-0.221241799,0.247625069,9.911490078,1.784250694,0.455032885,32.46647409,0,113.391401,0,33,0,7,0,-117.0689884,113.0128176,-103.978127,19.59771956,-108.09685
louis_lille_D9,1,0,0,10.05317304,28,0.725703816,29.83328886,0,46.88088249,0,33,0,9,0,149.0836631,76.67009345,71.98944202,9.584793699,33.9454973
marguerite_de_roman_E12,6,-1.163468157,2.201015673,9.996130463,12.15992452,0.036649193,3.012133342,0.863636364,1.004044447,5.020222237,13,5,9,0,-28.44259471,-1.565777841,45.66479506,-77.12638577,-44.79501917
marie_dermar_G5,2,-0.339650224,0.40445626,11.58084316,11.02651489,2.170273019,7.239019279,0.290262172,5.78739536,1.890931157,19,0.326732673,7,1,-43.28708186,-75.63204311,22.62356339,-27.81279963,-45.60664985
maupertuis_H8,2,-0.295621225,0.343961002,10.32305214,3.647515585,0.742688491,26.48131225,0.244791667,30.68179626,6.026781409,14,0.196428571,9,0,149.7510299,75.53968062,76.19837258,-0.340348671,19.29428871
may_queen_D11,1,0,0,10.248977,28,1.915687284,36.72776382,0,36.23000129,0,33,0,7,0,-94.15671289,17.35587869,-44.44924158,-6.833426969,7.949321975
mercedes_B1,2,-0.482308241,0.619808999,9.846748251,1.949780778,0.365175773,26.13270445,0,34.75380282,0,33,0,9,0,151.2319846,71.05606992,64.76838422,12.43803334,33.43240379
minette_D8,2,-0.499730035,0.648276235,10.18504889,2.177841252,0.681162002,8.741373123,0,7.472077848,0,33,0,9,0,156.7693284,-96.34996829,-83.94353609,22.09986752,-69.45953072
miranda_F10,2,-0.169008941,0.184130726,9.944186578,2.75193006,0.265663257,10.21057557,0.028985507,21.94511764,0.914379902,20,0.041666667,8,0,52.91025965,13.15035142,20.15879522,-2.531990949,-30.48056713
mle_cecile_brunner_D12,3,-0.721001945,1.056492671,11.77673036,12.0528926,1.929593257,18.61907851,0.288135593,8.644572164,9.309539254,22,1.076923077,9,0,-164.4839804,-36.79953984,23.00851818,152.833815,-101.6292943
mme_a_meilland_climbing_E1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-130.5839899,-107.6541907,84.3612405,29.12021003,7.494717925
mme_antoine_mary_E3,3,-0.69125693,0.99622307,8.811042097,14.43278927,0.878561248,8.288678081,0.521367521,11.54494447,3.552290606,12,0.307692308,7,1,-222.1024838,-113.2859429,77.18669538,121.164302,15.31221179
mme_de_la_roche_lambert_B7,2,-0.598335537,0.819088474,9.860744389,6.174451443,0.567969917,2.40253483,0.451612903,3.603802245,1.271930204,13,0.352941176,8,0,88.64582917,62.12020295,73.49665823,-10.11007465,0.74373154
mme_d_herbray_E4,1,0,0,10.35896402,28,2.128861179,18.74276574,0,16.99925265,0,33,0,6,0,139.8460429,89.73089155,74.80107126,11.8280336,29.56048273
mme_edouard_ory_D9,2,-0.012072581,0.012145749,9.022012744,17.03095608,1.812338097,9.52591119,0.012539185,10.52386379,0.181445927,24,0.017241379,6,0,22.53314172,35.26647454,55.22004546,-50.48515203,-15.7629949
mme_emilie_charon_E5,2,-0.55453679,0.741134288,10.24389243,8.072549116,1.13438993,9.839639816,0.360544218,10.04899385,3.14031058,14,0.3125,7,0,-239.1279353,-138.2075818,103.5478691,137.8086752,67.97833959
mme_ernest_calvat_F1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-131.0335735,-134.6367399,56.69176292,-38.83615967,-8.835935931
mme_e_veyrat_hermanos_G3,3,-0.779477282,1.180332269,9.833429492,13.41487999,0.291609302,5.934848447,0.441947566,4.899237308,1.792403893,16,0.365853659,9,0,-204.8173397,-89.88549128,66.75408893,152.1680249,17.63688781
mme_hardy_B11,2,-0.65484732,0.924848608,10.17508221,1.62309542,0.305158371,13.81912013,0,14.19117336,0,33,0,9,0,120.1538104,50.55183177,37.82438926,15.41947577,-42.41112539
mme_lambard_E8,2,-0.266316968,0.305148684,10.26508895,14.81368038,1.804413865,26.50214391,0.258064516,8.888917834,0.987657537,16,0.111111111,7,1,-234.429062,-155.4211407,119.3654605,126.2964691,45.906431
mme_legras_de_st_germain_E7,2,-0.564938438,0.759339472,9.281365391,1.447143433,0.220407352,24.13463106,0,32.79037332,0,33,0,9,0,132.1885497,57.22336843,25.72195592,27.83695549,20.6300504
mme_zoetmans_E12,1,0,0,10.6607085,28,1.072801118,4.992839399,0,8.540383183,0,33,0,9,0,141.7711279,74.51006426,62.97350443,13.05810294,30.96163317
monsieur_cordeau_H6,3,-0.665846117,0.946136485,9.070626089,4.641976699,0.069767446,0.286438157,0.9375,0.859314472,3.437257888,11,4,9,0,-52.45670091,-66.14639701,60.35093628,-128.0675043,-14.83497347
narrow_water_D3,3,-0.574563206,0.776354457,9.874937657,7.033407954,1.037475296,37.96495929,0.091549296,60.77336506,6.474644219,16,0.10653753,7,0,-175.2118836,71.48093465,-77.3676938,-17.80246843,-156.6899255
nathalie_H4,3,-0.688836954,0.991398099,10.54310511,16.98691619,1.211776368,38.81991481,0.285966981,36.25542828,12.21336709,16,0.336870027,6,0,-125.1074184,-41.93371826,10.67982019,-18.15785582,27.13864627
oeillet_panache_G11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.6990329,58.11237576,59.73054648,1.157404935,20.77321604
old_blush_G12,4,-1.137191284,2.117998481,7.823741289,15.56483241,0.193076993,310.5234977,0.43902439,108.0081731,67.5051082,14,0.625,7,0,-287.9141307,-71.4570681,23.50716184,-68.27613868,51.48969811
olivet_E2,2,-0.016129382,0.016260163,9.768849021,22.25831563,0.719595569,14.70761502,0.033240997,11.25195762,0.37927947,16,0.033707865,5,0,-57.22617009,11.32250789,11.09324075,-52.42032411,4.987759482
panache_superbe_F3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-42.14199393,-22.1768344,32.31482098,-71.83905944,9.815827584
paquerette_A2,2,-0.399497688,0.491075525,9.168217322,6.748335971,0.478689892,74.05182683,0.313215401,295.3097094,55.7632696,13,0.188829787,6,0,-155.3553591,155.0690659,-160.3999181,-3.427364388,68.0394713
parks_yellow_tea_scented_china_C5,2,-0.221308899,0.247708787,6.028133137,2.711231861,0.089858991,0.025772995,0.8,0.077318984,0.154637968,8,2,6,0,-134.3726962,-59.27094171,41.32494692,148.4483782,40.63334945
pergolese_A5,1,0,0,10.41790579,28,0.835815537,27.22713633,0,32.39767424,0,33,0,9,0,144.0062179,75.44924327,70.61658493,12.99889455,16.6750155
perle_d_angers_F12,1,0,0,9.662972612,28,1.423137679,10.23814087,0.003194888,12.01012679,0.098443662,14,0.008196721,6,0,-79.13215315,-86.03935113,41.2031213,-108.1579594,7.715414128
persian_yellow_A1,1,0,0,8.950168088,28,2.208178315,13.17854382,0.005464481,15.64046958,0.217228744,15,0.013888889,6,0,157.4655765,-119.1574874,-104.8176923,44.17202617,21.25147438
petite_ecossaise_F5,2,-0.116844529,0.123944675,7.237117533,2.75467793,0.757359391,24.74590863,0.089005236,9.670814868,1.706614389,10,0.176470588,5,0,193.6994482,-169.4549715,-145.0804329,26.57770853,19.23743314
petite_lisette_E4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.0420736,21.91617284,18.67434689,23.02370739,-63.24612282
pink_roamer_A4,1,0,0,10.81674553,28,1.619196651,6.386406262,0,5.416742484,0,33,0,7,0,-150.5398043,161.0395323,-151.987952,-32.56024458,61.70831836
pompon_blanc_parfait_G6,2,-0.042629065,0.043550734,10.22250365,2.361766655,0.787218446,33.81867167,0.011940299,52.03069048,0.689655691,15,0.013254786,7,0,28.6075611,-34.12779318,-65.78405811,9.386775345,-76.48251705
prince_frederic_D11,2,-0.424919692,0.529467587,9.788841459,2.130966978,0.593817779,29.61770852,0,32.31022747,0,33,0,8,0,6.92280743,86.89237434,11.68827612,-6.2252687,20.41441449
provence_pink_C2,2,-0.049183542,0.050413128,5.021959995,6.02433428,0.075717934,17.92230777,0,14.24593694,0,33,0,5,0,124.2099419,23.77224888,22.98375957,7.184981898,-56.613759
