Name	year_obtained	CoderemonteeHarmonise3years	codenumremonteeHarmonise3years	codenumremonteeAvg3years	IDJeremyYear1	coderemonteeYear1	codenumremonteeYear1	IDJeremyYear2	coderemonteeYear2	codenumremonteeYear2	IDJeremyYear3	coderemonteeYear3	codenumremonteeYear3	Nb_Clust_A3	Lmax_P_A3	Rat_P_A3	Min_M_A3	DifMax_M_A3	Min_V_A3	Area_Peak_Inflo_A3	Reb_Mag_A3	Max_Peak_A3	Max_Reb_A3	First_Reb_A3	Rat_Peak_A3	First_Flo_A3	Cont_Flo_A3	PCo1	PCo2	PCo3	PCo4	PCo5
rosa_rapini_E5	1859	NR	1	1	NA	NA	NA	NR146	NR	1	NR138	NR	1	2	-0.24757203191877	0.280911625582899	5.05418978251311	1.04938142156892	0.0581546326598542	1.1362820651	0	2.45436926061703	0	30	0	5	0	166.2041934963	-125.4018374418	-115.9838124439	43.7085549554	24.1293437403
rosa_rubiginosa_gold_bush_H10	1954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-93.6001186747	-24.4244102167	-48.5142160712	6.0724966808	-6.5779825759
rosa_rubus_B8	1888	NR	1	1	NA	NA	NA	NR80	NR	1	NR78	NR	1	2	-0.0889168291623089	0.0929897476730064	7.05699102974836	2.60567740476356	0.853381267796331	12.097746822921	0	22.8032926225694	0	30	0	5	0	-52.7659277454	107.3601085881	-66.4998773289	55.5855689591	-22.6382411445
rosa_spectabilis_H12	1833	NR	1	1	NR193	NR	1	NR269	NR	1	NR279	NR	1	2	-0.0130984240459181	0.013184584178499	9.2174655227725	18.6534983176147	0.200257334749184	7.18611112140441	0.0253164556962025	15.6321248420161	0.466630592298988	28	0.0298507462686567	6	0	-97.0899048326	100.9511122703	-18.7214734534	10.4573972137	-83.2934561316
rosa_subgallicodes_E3	1900	NR	1	1	NR130	NR	1	NR186	NR	1	NR184	NR	1	2	-0.0118890854606289	0.0119600415593921	9.91217147608972	7.47056772441372	0.97801376133087	8.43934926375859	0.00443816824692354	21.5472747159794	0.0957656654043528	28	0.00444444444444444	8	0	40.3823911933	138.7470481522	27.8507750292	54.4732053704	3.0434404694
rosa_villosa_recondita_C5	1771	NR	1	1	NR118	NR	1	NR164	NR	1	NR159	NR	1	1	0	0	8.38472018317583	29	1.63000907872909	21.9887228494282	0	25.564396625855	0	30	0	5	0	69.885345576	100.801509627	-2.522139081	-1.1589899214	36.0798355318
rosa_wichurana_C9	1891	NR	1	1	NR69	NR	1	NR91	NR	1	NR85	NR	1	1	0	0	13.1978475871704	29	3.5055600597213	12.9350585096029	0.00595238095238095	16.8465582385547	0.232366320531789	20	0.0137931034482759	8	0	-93.8449159007	168.3867205595	-140.6023611567	18.9535027499	52.674015667
rose_edouard_D7	1820	R	2	2.33	RF42	RF	3	R77	R	2	R93	R	2	2	-0.338616153626294	0.403004703573761	6.46257587500223	8.27720533482197	2.62817137422114	59.1305445494392	0.253246753246753	15.4253594476798	4.62760783430394	11	0.3	2	0	-84.8397212275	-92.3472647198	2.3129099321	-67.0444472266	-25.746890384
ruby_queen_H3	1901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-49.6270115098	-65.82489039	48.9192334035	-115.148072633	-6.2946387401
safrano_H7	1839	R	2	2.33	R3	R	2	R3	R	2	RF9	RF	3	3	-0.486372921231809	0.626406404612859	7.52690784827315	14.4581221114001	0.0811533002367769	1.86947400244684	0.692307692307692	2.80421100367026	11.216844014681	10	4	7	0	-93.4354977192	-124.0744245739	71.8056162347	-78.5377119346	-5.4570953547
salet_C10	1854	RF	3	3	RF9	RF	3	RF22	RF	3	RF25	RF	3	2	-0.405851609160848	0.500579863630758	7.12601555181866	6.79164028234321	1.77036148164786	13.2507847974067	0.217391304347826	10.7025569517516	1.18917299463906	12	0.111111111111111	1	1	-6.2494895512	-42.2032317873	38.9021482511	-68.8858341865	-6.6890530179
sidonie_F6	1845	RF	3	2.66	RF44	RF	3	R2	R	2	RF6	RF	3	3	-0.522409085399242	0.686084682858424	7.27757736713395	14.8260376933675	1.06679925036897	15.6269662536451	0.416230366492147	11.3523252604956	11.772781751625	12	1.03703703703704	1	1	26.4341452342	48.9997599789	17.6427517098	-3.0027479528	-69.1290341357
sir_joseph_paxton_C1	1851	RF	3	3	RF37	RF	3	RF62	RF	3	RF85	RF	3	4	-0.723872163890231	1.06240373436517	6.46675681833403	18.2599092876421	1.2853465722855	18.6761794360074	0.075	8.47999498716013	0.908570891481443	22	0.107142857142857	2	1	-176.8225813803	-111.7619230087	0.0165553471	-120.8191662672	-6.1795117386
south_orange_perfection_H2	1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-156.114443932	167.6036713493	-159.7485975636	-23.7362532301	45.216318124
souvenir_de_brod_B12	1886	NR	1	1	NR144	NR	1	NR210	NR	1	NR213	NR	1	2	-0.269691663601708	0.309560603276252	6.58557343402357	2.61671154315941	1.10320732874856	7.43717303529321	0	13.0763481939221	0	30	0	4	0	-14.119037771	5.3478016468	10.6059626225	-36.4751121707	-35.7685902174
souvenir_de_la_reine_dangleterre_E7	1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-82.2700444467	-44.2437166762	43.8639661162	-96.7708456466	13.6291098929
souvenir_de_lucie_A3	1893	NR	1	1	NR177	NR	1	NR181	NR	1	NR178	NR	1	1	0	0	6.77861221701341	29	1.60416458877893	15.259692438027	0	17.5248030342966	0	30	0	4	0	-14.7183159221	-31.6913985784	53.1533413917	-59.1737015843	-14.5706406888
souvenir_de_philemon_cochet_F9	1899	RF	3	3	RF17	RF	3	RF38	RF	3	RF51	RF	3	4	-0.900252566166133	1.46022440214018	5.8963965067809	16.0033453600657	0.156776090764332	7.89360106414157	0.370892018779343	4.59478270897793	2.6508361782565	12	0.576923076923077	3	0	206.4884895318	-201.8493503816	-170.4534380377	13.2242943803	22.3415184747
stanwell_perpetual_D11	1835	RF	3	3	RF15	RF	3	RF31	RF	3	RF39	RF	3	3	-0.805794229529813	1.23847365487007	5.38469852159764	13.0030674062757	0.471852208493113	23.3749453392098	0.555837563451776	16.729782307063	17.9319223530795	10	1.07185628742515	2	1	-10.3501050558	19.514375204	23.1443543924	-55.0526764267	-8.6185887348
the_garland_D6	1835	NR	1	1	NR47	NR	1	NR64	NR	1	NR65	NR	1	1	0	0	8.87201891471562	29	0.961464200233713	28.7117435590425	0	86.700846638422	0	30	0	6	0	-112.3304807101	74.1868327613	-65.4429856564	51.0537683574	-239.8983339401
tom_wood_D1	1896	R	2	2.5	NA	NA	NA	R86	R	2	RF99	RF	3	3	-0.916290548811209	1.49999954234268	7.00285046718574	9.4924024563548	0.0811255357944339	2.69592949469246	0.8	2.69592949469246	2.69592949469246	10	1	7	0	-112.5197299033	-71.0870580214	49.7490290463	-146.2920632402	-14.2560895377
toussaint_l_ouverture_H2	1849	NR	1	1	NR186	NR	1	NR261	NR	1	NR266	NR	1	1	0	0	8.69171356616007	29	0.730034003764643	9.002497669164	0	16.9761384618521	0	30	0	7	0	148.292102712	74.1000738284	70.597678316	5.2531793006	19.3697895966
triomphe_de_l_exposition_A8	1855	R	2	2.33	R9	R	2	RF14	RF	3	R12	R	2	2	-0.236806941700552	0.267196451366636	6.4231109949157	5.2543315727536	1.23431988800507	12.0055932274758	0.0828402366863905	10.9212170649941	0.813282121861263	13	0.074468085106383	3	0	-20.2836107272	-31.5946570068	59.4106485951	-72.7879647902	-16.5443110044
tuscany_superb_C10	1837	NR	1	1	NA	NA	NA	NR113	NR	1	NR104	NR	1	2	-0.392031672296494	0.479984585170573	7.93991351297302	2.39004282277029	0.458627745924234	5.63955962308154	0	7.25086237253342	0	30	0	7	0	151.6113985255	69.1130606972	69.5566233171	6.4080498061	33.4173703355
una_G12	1898	NR	1	1.33	NR174	NR	1	NR249	NR	1	R99	R	2	2	-0.0393526375159152	0.0401372103876368	6.33586555228218	9.80999629340259	0.491678884892523	6.8136685169784	0.036231884057971	10.6047322031168	0.461075313178989	13	0.0434782608695652	5	0	-77.2138112106	6.1434324852	61.4446387668	83.9704827822	15.2268996429
victor_verdier_H6	1859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-24.9365438142	-51.6409797797	96.8830290944	-89.2051126847	54.6359053246
virago_C8	1887	NR	1	1	NR22	NR	1	NR31	NR	1	NR29	NR	1	2	-0.417955966313787	0.518853792198427	6.40864972519869	2.69037219479773	1.29464240734943	8.62075942202435	0	6.64445884306225	0	30	0	4	0	65.8106716602	-28.6312690345	48.3102900334	-46.412628516	-6.5423139361
vivid_B5	1853	NR	1	1	NR138	NR	1	NR200	NR	1	NR201	NR	1	1	0	0	7.16573853037669	29	1.82205211552369	4.69817083181472	0	3.55012156840135	0	30	0	5	0	-17.4446734417	-11.6673443078	32.4219817799	-63.2002333058	-24.7285016889
william_lobb_D10	1855	NR	1	1	NA	NA	NA	NR112	NR	1	NR103	NR	1	1	0	0	7.72733936837124	29	1.09539852443499	7.90404591830993	0	8.07776121321784	0	30	0	6	0	-14.1805005375	33.5055144136	-15.5186253244	-65.0673553622	-32.2913072522
wodan_F5	1890	R	2	1.66	R49	R	2	R64	R	2	NR214	NR	1	2	-0.110122004892622	0.116414270153339	7.00102916518036	3.43041604733487	1.04100973390823	5.50777830757425	0	4.90536505518331	0	30	0	5	0	-78.0593905823	-8.9662284656	-40.6708044264	-69.828086844	4.0069620036
